vitamin e [alpha tocopherol acetate],nutritional deficiency states,antioxidant,impair the absorption of vitamin a &amp,vitamin e,no known contraindications found,"hypertension, fatigue, diarrhea and myopathy"
vitamin d3 + vitamin k1 + vitamin k2,"normal blood clotting 
 contribute to the maintenance of normal bones",vitamin k2 is necessary for the activation of osteocalcin,co-administration of anticonvulsants,co-administration of anticonvulsants,patients with known hypersensitivity to any of the ingredients,well tolerated in recommended dose
vaskar laban [piper + zingiber + cinnamomum],no answer,no answer,no answer,no answer,no answer,no answer
valerian root,no answer,no answer,no answer,no answer,no answer,no answer
tocotrienol + tocopherol,antioxidant,alpha-tocopherol,cholesterol-lowering medication,cholesterol-lowering medication,patients with known hypersensitivity to any of the ingredients,well tolerated in recommended dose
"tila jadeed [madar, mace arillus, nutmeg nut]",no answer,no answer,no answer,no answer,no answer,no answer
tart cherry,no answer,no answer,no answer,no answer,no answer,no answer
tabkheer,no answer,no answer,no answer,no answer,no answer,no answer
"suzark [chir pine, chickpea, pearl]",no answer,no answer,no answer,no answer,no answer,no answer
suranjan,no answer,no answer,no answer,no answer,no answer,no answer
steviol glycoside,no answer,no answer,no answer,no answer,no answer,no answer
benzocaine,temporary relief of pain due to minor injury or irritation of the mouth,blocks the initiation and conduction of nerve impulses,anticholinesterases,anticholinesterases,epiglottis,"allergies, swelling in the mouth or throatetc"
benzathine penicillin,prophylaxis of penicillin-sensitive secondary infections especially in children,binding proteins,potentially hazardous interactions,no potentially hazardous interactions have been described.,hypersensitivity,"moderate burning discomfort, local pain, and deep muscle soreness and tenderness"
bisacodyl,no answer,no answer,no answer,no answer,no answer,no answer
biphasic insulin aspart [rdna],adults and children,blood glucose lowering agent with an earlier onset and an intermediate duration of action,alcohol,alcohol,during episodes of hypoglycemia,"hypoglycemia, lipodystrophy"
bimatoprost + timolol,mono-therapy,beta-adrenergic receptor antagonist,thiseye drops,digitalis glycosides,patients with known hypersensitivity,"decreased visual acuity, eye discomfort"
bimatoprost,ocular hypertension,mimicking the action of a naturally-occuring prostaglandin,drug interactions,drug,known hypersensitivity,"increased sensitivity to light, dizziness"
bilastine,allergic rhino-conjunctivitis,histamine antagonist,lorazepam,alcohol,patients with hypersensitivity,"headache, dizziness, somnolence and fatigue"
bicarbonate component [hco3 hemodialysis solution],no answer,no answer,no answer,no answer,no answer,no answer
bicalutamide,not approvedfor use alone or with other treatments,it competitively inhibits the action of androgens,increased adverse effects when used with drugs that may inhibit oxidation,increased adverse effects when used with drugs that may inhibit oxidation,"females, children, pregnancy and lactation","cough, pharyngitis, bronchitis, pneumonia"
betrixaban,adult patients,factor xa inhibitor that selectively blocks the active site of factor xa,p-gp inducers,p-gp inducers,patients with active pathological bleeding,"most common adverse reaction is bleeding, epidural or spinal hematoma"
bevacizumab,"indiated for - 
 
 metastatic colorectal cancer",binds vegf and prevents the interaction of vegf to its receptors,irinotecan,irinotecan,manufacturers labeling,"jaw pain/swelling/numbness, loose teeth, or gum infection."
betaxolol hydrochloride,alone or in combination with other intraocular pressure-lowering medication,reduction of aqueous production,elevated intraocular pressure,a miotic,patients with a history of overt cardiac failure,"bradycardia, heart block, congestive heart failure"
betamethasone valerate,children and adults,slight degree of mineral corticosteroidactivity,significant drug interactions,cream/ointment,hypersensitivity to any of the ingredients in the preparation,"dryness, itching, burning, skin thinning, local irritation"
betamethasone sodium phosphate,no answer,no answer,no answer,no answer,no answer,no answer
betamethasone dipropionate + salicylic acid,scalp preparation,keratolytic properties,side effects,scalp preparation,fungal or bacterial skin infections,topical corticosteroids
betamethasone dipropionate,resistant or severe corticosteroid-responsive dermatoses,topical corticosteroid,no evidence of any kind of interaction,no evidence of any kind of interaction,viral infections of the skin,mild to moderate
betamethasone + neomycin sulphate (topical),burns,broad-spectrum bactericidal amino-glycoside,significant drug interactions,cream/ointment,skin lesions caused by infection with viruses and fungi,"acne, thinning and dilatation of blood vessels"
betamethasone + phenylephrine + lignocaine,local anorectal conditions,lidocaine,not known,not known,primarily infected skin lesions caused by viral infections,systemic absorption
betamethasone + neomycin sulphate (e/e),no answer,no answer,no answer,no answer,no answer,no answer
betamethasone + gentamicin,no answer,no answer,no answer,no answer,no answer,no answer
betamethasone + clotrimazole,topical treatment of inflammatory dermal infections,the exact mechanism of action of corticosteroids is not clearly known,no information is available of drug interaction,drug,bacterial or viral infections,paresthesia
betamethasone + clotrimazole + gentamicin,corticosteroid,broad spectrum antifungal activity,toxicity,nephrotoxic drugs,patients with a history of sensitivity reactions to any of its components,adverse reactions
benzalkonium chloride,eye-drops,quaternary ammonium antiseptic and disinfectant,hyaluronic acid,skin preparation before injections of viscoelastic solutions,incompatible with soaps and other anionic surfactants,nausea and vomiting
bendamustine,has not been established,unknown,tobacco smoking,tobacco smoking,anaphylaxis and anaphylactoid reactions,neutropenia
saffron + mace arillus + nutmeg fruit,no answer,no answer,no answer,no answer,no answer,no answer
bempedoic acid,no answer,no answer,no answer,no answer,no answer,no answer
saccharomyces boulardii,read,the production of intestinal polyamines,reduce the effectiveness,medications,patients with a history of hypersensitivity,it can cause gas in some people
rohitakarista,no answer,no answer,no answer,no answer,no answer,no answer
rhubarb + ginger,no answer,no answer,no answer,no answer,no answer,no answer
rehmin,no answer,no answer,no answer,no answer,no answer,no answer
azithromycin dihydrate,sexually,binding to the 50s ribosomal subunit of susceptible microorganisms,ergotism,antacid,patients with hepatic diseases,"nausea, vomiting, abdominal discomfort"
azilsartan medoxomil + chlorthalidone,arb monotherapy,diuretic,nsaids increase risk of renal dysfunction,nsaids,patients with anuria,"fetal toxicity 
 hypotension in volume- or salt-depleted patients"
bromhexine hydrochloride,respiratory tract disorders associated with productive cough,oral mucolytic agent,significant interactions with other drugs,drugs,hypersensitivity,"headache, vertigo (dizziness) and allergic reactions"
bromfenac sodium,no answer,no answer,no answer,no answer,no answer,no answer
bromelain + trypsin,"inflammatory pains, soft tissue inflammation, edema associated with trauma and surgery",protease enzymes,drug,drug,hypersensitivity,pain and burning
bromazepam,"bromazepam is indicated in- 
 
 emotional disturbances",bromazepam binds to the gaba-a receptor,alcohol,alcohol,patients with known hypersensitivity to bromazepam,"fatigue, drowsiness, muscle weakness, numbed muscle"
brivaracetam,only in adult patients,not known,added therapeutic benefit,levetiracetam,hypersensitivity,"somnolence/sedation, dizziness, fatigue, and nausea"
brinzolamide + brimonidine tartrate,open-angle glaucoma or ocular hypertension,alpha 2 adrenergic receptor agonist,drug interactions,high-dose salicylate therapy,hypersensitivity,"blurred vision, eye irritation, bad taste and dry mouth"
brinzolamide + timolol,monotherapy,the exact mechanism whereby timolol reduces ocular pressure is still not known,oral ca-channel blockers,oral ca-channel blockers,severe allergic rhinitis,"irritation, foreign body sensation"
brinzolamide,"monotherapy, or as adjunctive therapy to beta-blockers",inhibits aqueous humor formation and reduces elevated intraocular pressure,drug interactions,oral carbonic anhydrase inhibitors,patients who are hypersensitive,blepharitis
brimonidine tartrate + timolol maleate,glaucoma or ocular hypertension,dual mechanism of action,specific drug interaction studies,drug,patients with hypersensitivity,allergic conjunctivitis
brimonidine tartrate,chronic open-angle glaucoma or ocular hypertension,dual mechanism of action,circulating catecholamines,beta-blockers,patients with hypersensitivity,ocular allergic reactions
brigatinib,patients with anaplastic lymphoma kinase,tyrosine kinase inhibitor,strong cyp3a inducers,grapefruit or grapefruit juice,patients with known hypersensitivity,hypertension
brexpiprazole,no answer,no answer,no answer,no answer,no answer,no answer
bortezomib,treatment of patients with multiple myeloma,26s proteasome,toxicities or reduced efficacy,melphalan-prednisone,patients with hypersensitivity,most commonly reported adverse reactions
bosentan monohydrate,functional class ill,dual endothelin receptor antagonist,inhibitors,rifampicin,pregnancy,"anaemia, haemoglobin decrease"
bleomycin sulfate,squamous cell carcinoma : head and neck,unknown,may reduce the absorption of phenytoin,may reduce the absorption of phenytoin,acute pulmonary infection or greatly reduced lung function,injection site reactions
bivalirudin,patients undergoing ptca/pci or pci with hits/hitts,directly inhibits thrombin,risks of major bleeding events,heparin,active major bleeding &amp; hypersensitivity,"fever,infection, sepsis"
bisoprolol hemifumarate,not recommended for the emergency treatment of hypertensive crises,selectively blocks 1 adrenergic receptor,not be combined with other -blocking agents,other -blocking agents,patients with cardiogenic shock,doctor informed
