generic_name,cases,rating,useful_count
tranexamic acid,menstrual disorders,10,22
clarithromycin,sinusitis,1,29
suvorexant,insomnia,10,19
fluconazole,vaginal yeast infection,10,15
melatonin,insomnia,6,37
baclofen,muscle twitching,3,23
diazepam,anxiety,10,13
omeprazole,gerd,4,18
rituximab,non-hodgkin's lymphoma,8,2
fluconazole,vaginal yeast infection,2,0
cefdinir,sinusitis,5,21
levonorgestrel,birth control,9,2
levonorgestrel,birth control,7,0
propofol,anesthesia,10,27
levonorgestrel,emergency contraception,9,5
levonorgestrel,birth control,1,3
liraglutide,"diabetes, type 2",1,5
liraglutide,obesity,10,33
lamotrigine,bipolar disorde,10,49
metronidazole,bacterial infection,7,22
levonorgestrel,birth control,10,30
bisacodyl,constipation,1,5
hylan g-f 20,osteoarthritis,10,37
ziprasidone,bipolar disorde,10,16
apremilast,psoriatic arthritis,4,21
tranexamic acid,menorrhagia,9,112
lisinopril,high blood pressure,3,32
tadalafil,erectile dysfunction,8,13
levonorgestrel,birth control,9,3
adalimumab,plaque psoriasis,9,17
methylprednisolone,inflammatory conditions,9,98
spironolactone,acne,7,10
metronidazole,bacterial infection,6,6
silodosin,benign prostatic hyperplasia,1,10
ondansetron,nausea/vomiting,10,9
desvenlafaxine,depression,8,0
levonorgestrel,birth control,10,12
fluconazole,candida urinary tract infection,9,2
gabapentin,pain,2,22
avanafil,erectile dysfunction,9,26
bisacodyl,constipation,1,2
lamotrigine,depression,10,3
mirtazapine,depression,10,16
levonorgestrel,birth control,9,5
aripiprazole,bipolar disorde,10,34
nitrofurantoin,urinary tract infection,5,4
adapalene,acne,10,11
ciprofloxacin,bladder infection,7,90
alprazolam,anxiety,10,63
tioconazole,vaginal yeast infection,10,3
topiramate,migraine prevention,5,10
sumatriptan,migraine,10,9
lorazepam,anxiety,9,12
nitrofurantoin,urinary tract infection,1,9
ciprofloxacin,bladder infection,8,73
alprazolam,anxiety,10,8
barium sulfate,computed tomography,10,5
levonorgestrel,emergency contraception,8,5
tioconazole,vaginal yeast infection,2,5
ciprofloxacin,bladder infection,6,23
ibuprofen,pain,8,10
temazepam,insomnia,9,78
ondansetron,nausea/vomiting,9,7
alprazolam,panic disorde,10,74
tafluprost,"glaucoma, open angle",10,18
ibuprofen,sciatica,10,23
insulin degludec,"diabetes, type 1",1,5
granisetron,"nausea/vomiting, chemotherapy induced",7,3
clindamycin,bacterial infection,2,18
fluconazole,vaginal yeast infection,1,7
topiramate,migraine prevention,10,16
diazepam,anxiety,10,50
diazepam,endoscopy or radiology premedication,10,44
aripiprazole,major depressive disorde,3,15
anastrozole,breast cance,1,167
desvenlafaxine,depression,6,11
metronidazole,bacterial infection,10,3
tadalafil,erectile dysfunction,10,79
pregabalin,pain,9,21
baclofen,muscle spasm,1,3
gabapentin,insomnia,9,13
suvorexant,insomnia,10,12
levonorgestrel,abnormal uterine bleeding,3,6
imiquimod,keratosis,10,18
liraglutide,"diabetes, type 2",4,16
valsartan,high blood pressure,8,118
carisoprodol,muscle spasm,10,56
clindamycin,bacterial vaginitis,10,1
temazepam,insomnia,10,110
carvedilol,atrial fibrillation,9,34
levonorgestrel,emergency contraception,10,8
bisacodyl,constipation,1,16
prednisolone,"asthma, acute",6,20
lisinopril,high blood pressure,5,23
valacyclovir,"herpes simplex, suppression",10,6
spironolactone,acne,9,12
levonorgestrel,birth control,5,4
levonorgestrel,emergency contraception,9,21
dasatinib,chronic myelogenous leukemia,10,3
ezetimibe,high cholesterol,9,78
fluconazole,vaginal yeast infection,5,14
ibuprofen,pain,10,8
desvenlafaxine,depression,10,17
levonorgestrel,birth control,2,6
bisacodyl,constipation,10,2
lamotrigine,bipolar disorde,10,39
lorazepam,anxiety,10,6
levonorgestrel,emergency contraception,9,4
digoxin,atrial fibrillation,3,56
levonorgestrel,emergency contraception,7,2
melatonin,insomnia,9,19
levonorgestrel,birth control,9,0
cefdinir,otitis media,1,5
ramelteon,insomnia,10,45
metronidazole,dental abscess,1,4
tazarotene,acial wrinkles,10,3
carvedilol,heart failure,7,15
omalizumab,urticaria,9,19
tinidazole,bacterial vaginitis,8,10
oseltamivir,influenza,10,0
lorazepam,panic disorde,10,92
lorazepam,anxiety,10,38
armodafinil,narcolepsy,10,3
carisoprodol,muscle spasm,9,113
iloperidone,bipolar disorde,9,2
alprazolam,panic disorde,9,42
spironolactone,acne,4,29
metronidazole,bacterial vaginitis,3,3
lisinopril,high blood pressure,2,35
levonorgestrel,birth control,10,1
pregabalin,ibromyalgia,1,61
eszopiclone,insomnia,2,19
suvorexant,insomnia,10,33
tioconazole,vaginal yeast infection,3,21
rosuvastatin,high cholesterol,1,106
suvorexant,insomnia,1,24
dapsone,nan,9,2
cefdinir,strep throat,4,4
gabapentin,hot flashes,10,23
levonorgestrel,birth control,6,6
aripiprazole,schizophrenia,9,3
gabapentin,insomnia,5,14
suvorexant,insomnia,2,22
levonorgestrel,birth control,10,3
clonazepam,panic disorde,9,19
gabapentin,bipolar disorde,10,67
esomeprazole,gerd,9,43
gabapentin,insomnia,8,37
levonorgestrel,birth control,6,12
sulfacetamide sodium,seborrheic dermatitis,10,17
valacyclovir,cold sores,10,7
bisacodyl,constipation,1,1
tranexamic acid,menstrual disorders,9,3
perampanel,epilepsy,1,19
liraglutide,"diabetes, type 2",10,22
bisacodyl,constipation,9,5
levonorgestrel,abnormal uterine bleeding,5,1
minoxidil,alopecia,10,51
iloperidone,nan,8,43
alprazolam,anxiety,10,89
secukinumab,ankylosing spondylitis,1,12
alprazolam,panic disorde,10,137
topiramate,migraine prevention,9,50
levonorgestrel,birth control,8,2
methocarbamol,muscle spasm,2,15
ciprofloxacin,urinary tract infection,8,15
mirtazapine,major depressive disorde,6,60
levonorgestrel,emergency contraception,9,5
hydrochlorothiazide,high blood pressure,6,24
levonorgestrel,birth control,2,4
levonorgestrel,birth control,3,1
aripiprazole,autism,10,79
alprazolam,anxiety,10,41
erlotinib,pancreatic cance,5,1
ciprofloxacin,urinary tract infection,6,60
cabergoline,hyperprolactinemia,10,24
lorazepam,anxiety,9,28
metronidazole,trichomoniasis,8,18
clonazepam,bipolar disorde,10,50
mirtazapine,depression,10,190
dexamethasone,"nausea/vomiting, chemotherapy induced",10,11
pregabalin,neuropathic pain,2,63
levonorgestrel,birth control,8,2
orlistat,obesity,9,110
oxcarbazepine,seizures,8,2
suvorexant,insomnia,10,41
carvedilol,high blood pressure,1,14
carbamazepine,trigeminal neuralgia,8,22
tioconazole,vaginal yeast infection,1,13
hydrochlorothiazide,nephrocalcinosis,6,32
oseltamivir,swine flu,9,4
ondansetron,alcohol dependence,7,7
ropinirole,restless legs syndrome,1,5
allopurinol,gout,8,11
levonorgestrel,birth control,5,0
adalimumab,psoriatic arthritis,9,38
levonorgestrel,birth control,1,5
ziprasidone,bipolar disorde,1,32
hylan g-f 20,osteoarthritis,5,25
armodafinil,narcolepsy,3,19
alprazolam,anxiety,9,6
difluprednate,uveitis,10,27
alprazolam,anxiety,7,53
fluconazole,vaginal yeast infection,1,22
anastrozole,breast cance,3,73
gabapentin,ibromyalgia,2,52
olanzapine,bipolar disorde,10,43
tadalafil,erectile dysfunction,10,34
carisoprodol,muscle spasm,10,3
anastrozole,breast cance,1,79
eluxadoline,irritable bowel syndrome,9,30
azelaic acid,rosacea,7,3
fluconazole,vaginal yeast infection,7,73
spironolactone,acne,10,45
clarithromycin,sinusitis,1,26
nitrofurantoin,urinary tract infection,1,19
baclofen,chronic spasticity,8,48
liraglutide,weight loss,10,60
lamotrigine,bipolar disorde,10,67
carisoprodol,muscle spasm,10,64
tioconazole,vaginal yeast infection,1,2
alprazolam,anxiety,9,45
gabapentin,pain,10,108
gabapentin,pain,1,50
levonorgestrel,emergency contraception,9,7
iloperidone,schizophrenia,1,10
cefdinir,otitis media,8,16
carvedilol,atrial fibrillation,3,8
gabapentin,postherpetic neuralgia,8,53
clobazam,lennox-gastaut syndrome,1,14
levonorgestrel,birth control,8,6
lorazepam,anxiety,10,58
levonorgestrel,abnormal uterine bleeding,3,10
nitrofurantoin,urinary tract infection,1,21
lamotrigine,bipolar disorde,10,124
tadalafil,erectile dysfunction,10,23
methylprednisolone,inflammatory conditions,10,29
levonorgestrel,emergency contraception,10,17
temazepam,insomnia,1,6
roflumilast,"copd, maintenance",3,47
tioconazole,vaginal yeast infection,1,1
liraglutide,obesity,9,41
levonorgestrel,emergency contraception,10,25
tadalafil,erectile dysfunction,10,30
orlistat,obesity,9,11
hydrochlorothiazide,high blood pressure,5,12
lamotrigine,bipolar disorde,10,63
olanzapine,schizoaffective disorde,1,15
desvenlafaxine,anxiety,10,18
vardenafil,erectile dysfunction,4,44
clindamycin,bacterial infection,4,13
methotrexate,rheumatoid arthritis,3,78
tioconazole,vaginal yeast infection,1,4
mirtazapine,depression,10,13
levonorgestrel,birth control,10,4
lorazepam,anxiety,7,9
rosuvastatin,high cholesterol,10,128
cyclosporine,keratoconjunctivitis sicca,1,1
levonorgestrel,birth control,4,5
levonorgestrel,emergency contraception,10,27
isosorbide mononitrate,heart failure,9,55
clonazepam,anxiety,8,3
levetiracetam,epilepsy,1,6
lamotrigine,depression,8,24
alprazolam,anxiety,10,9
levonorgestrel,emergency contraception,9,27
valacyclovir,cold sores,9,18
lansoprazole,stomach ulce,10,7
benzoyl peroxide,acne,10,19
insulin lispro,"diabetes, type 2",8,22
tinidazole,trichomoniasis,7,0
bicalutamide,prostate cance,9,105
letrozole,breast cance,8,88
diazepam,anxiety,10,66
levonorgestrel,emergency contraception,10,8
topiramate,obesity,5,66
aripiprazole,depression,10,99
adapalene,acne,10,3
clonazepam,anxiety,9,5
levetiracetam,epilepsy,9,3
levonorgestrel,birth control,8,2
lamotrigine,bipolar disorde,5,19
levetiracetam,seizures,6,11
methylprednisolone,inflammatory conditions,8,31
lamotrigine,borderline personality disorde,9,17
lifitegrast,dry eye disease,4,11
ciprofloxacin,bacterial infection,10,33
lubiprostone,"constipation, chronic",8,41
topiramate,migraine prevention,8,6
gabapentin,bipolar disorde,10,60
ciprofloxacin,diverticulitis,4,27
lubiprostone,"constipation, drug induced",1,15
carbamazepine,trigeminal neuralgia,9,22
gabapentin,anxiety,10,224
metronidazole,bacterial vaginitis,6,12
methotrexate,psoriasis,10,73
magnesium hydroxide,constipation,3,19
lisinopril,high blood pressure,5,51
naltrexone,alcohol dependence,10,49
levonorgestrel,birth control,3,19
adalimumab,behcet's disease,9,3
magnesium hydroxide,constipation,10,38
rivaroxaban,pulmonary embolism,1,8
levonorgestrel,emergency contraception,10,2
imiquimod,basal cell carcinoma,9,5
armodafinil,not listed / othe,7,0
liraglutide,obesity,9,29
gabapentin,anxiety,9,75
ziprasidone,bipolar disorde,5,20
liraglutide,obesity,9,23
brexpiprazole,major depressive disorde,1,32
metronidazole,bacterial vaginitis,7,7
acitretin,psoriasis,8,48
leflunomide,rheumatoid arthritis,10,42
metronidazole,pseudomembranous colitis,10,3
bisacodyl,constipation,2,2
metronidazole,dental abscess,3,12
baclofen,periodic limb movement disorde,7,17
clarithromycin,bronchitis,1,22
lorazepam,anxiety,10,14
temazepam,insomnia,5,9
tioconazole,vaginal yeast infection,7,0
magnesium hydroxide,constipation,10,15
levonorgestrel,abnormal uterine bleeding,10,17
diazepam,anxiety,10,20
metronidazole,bacterial vaginitis,5,3
clindamycin,bacterial infection,6,14
aripiprazole,bipolar disorde,9,17
tioconazole,vaginal yeast infection,1,4
tadalafil,erectile dysfunction,7,0
etanercept,rheumatoid arthritis,10,39
mirtazapine,anxiety,6,8
apremilast,plaque psoriasis,10,20
levonorgestrel,abnormal uterine bleeding,1,3
letrozole,breast cance,4,20
levonorgestrel,emergency contraception,10,8
temazepam,insomnia,7,10
dulaglutide,"diabetes, type 2",1,14
naltrexone,ibromyalgia,5,14
meloxicam,inflammatory conditions,10,35
lamotrigine,bipolar disorde,10,15
tadalafil,erectile dysfunction,9,75
tioconazole,vaginal yeast infection,8,13
atenolol,high blood pressure,6,35
silodosin,benign prostatic hyperplasia,8,3
clonazepam,nan,10,9
denosumab,osteoporosis,3,89
alprazolam,panic disorde,10,61
dulaglutide,"diabetes, type 2",1,21
levonorgestrel,emergency contraception,10,8
topiramate,migraine prevention,2,18
lisinopril,high blood pressure,10,50
latanoprost,intraocular hypertension,9,13
tadalafil,erectile dysfunction,10,48
pregabalin,neuropathic pain,8,23
gabapentin,peripheral neuropathy,8,43
olanzapine,insomnia,7,84
lorazepam,anxiety,10,21
levonorgestrel,birth control,2,1
dexamethasone,inflammatory conditions,10,7
topiramate,ibromyalgia,8,4
omeprazole,gerd,9,29
meloxicam,inflammatory conditions,8,26
dulaglutide,"diabetes, type 2",2,13
tioconazole,vaginal yeast infection,5,1
hydrochlorothiazide,high blood pressure,6,19
adalimumab,psoriasis,8,23
clonazepam,anxiety,10,16
etanercept,rheumatoid arthritis,8,45
pentosan polysulfate sodium,interstitial cystitis,10,7
ziprasidone,bipolar disorde,8,25
esomeprazole,gerd,9,4
vardenafil,erectile dysfunction,9,51
levonorgestrel,emergency contraception,10,1
meloxicam,osteoarthritis,9,132
topiramate,bipolar disorde,10,126
pregabalin,generalized anxiety disorde,10,35
aripiprazole,bipolar disorde,6,67
clonazepam,panic disorde,10,45
oxcarbazepine,seizures,8,18
desvenlafaxine,depression,1,43
paliperidone,schizoaffective disorde,8,15
carisoprodol,nan,10,36
valacyclovir,herpes zoste,10,12
metronidazole,bacterial vaginitis,8,16
levonorgestrel,birth control,2,1
clonazepam,anxiety,7,16
desvenlafaxine,depression,6,32
clonazepam,panic disorde,10,66
carisoprodol,muscle spasm,9,37
clonazepam,anxiety,7,6
levonorgestrel,birth control,8,1
levonorgestrel,birth control,6,2
adalimumab,psoriasis,10,49
levonorgestrel,emergency contraception,6,14
tioconazole,vaginal yeast infection,1,1
omeprazole,gerd,10,88
bisacodyl,constipation,9,34
mefenamic acid,nan,1,7
levonorgestrel,birth control,2,2
levonorgestrel,birth control,10,3
lamotrigine,anxiety,10,11
liraglutide,weight loss,9,51
nortriptyline,pain,5,61
glimepiride,"diabetes, type 2",10,33
anastrozole,breast cance,5,12
topiramate,migraine prevention,8,2
ziprasidone,schizoaffective disorde,10,17
liraglutide,"diabetes, type 2",10,29
temazepam,insomnia,1,11
levonorgestrel,birth control,10,0
cephalexin,skin or soft tissue infection,6,32
carisoprodol,muscle spasm,10,19
dapsone,acne,10,5
pregabalin,ibromyalgia,6,43
gabapentin,restless legs syndrome,9,55
mirtazapine,insomnia,2,47
metronidazole,skin or soft tissue infection,8,8
apremilast,plaque psoriasis,2,10
midazolam,light sedation,1,9
ciprofloxacin,urinary tract infection,2,32
atenolol,high blood pressure,8,55
misoprostol,labor induction,8,3
lamotrigine,bipolar disorde,10,33
carbamazepine,trigeminal neuralgia,9,15
imiquimod,human papilloma virus,10,18
nortriptyline,migraine prevention,9,19
alcaftadine,"conjunctivitis, allergic",1,36
levonorgestrel,birth control,10,1
metronidazole,dental abscess,4,9
ondansetron,nausea/vomiting,10,25
lorazepam,insomnia,10,32
alprazolam,panic disorde,10,41
levonorgestrel,birth control,8,1
levonorgestrel,emergency contraception,9,12
midazolam,light anesthesia,1,8
lubiprostone,"constipation, drug induced",1,8
lisinopril,high blood pressure,9,9
spironolactone,acne,7,14
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,29
hydroxyurea,polycythemia vera,1,7
aripiprazole,major depressive disorde,4,15
acetazolamide,pseudotumor cerebri,8,17
lamotrigine,bipolar disorde,1,37
dapsone,acne,9,14
flurazepam,insomnia,9,51
levonorgestrel,birth control,10,1
sumatriptan,migraine,3,11
diazepam,anxiety,10,65
pramipexole,restless legs syndrome,5,39
diazepam,muscle spasm,10,70
ezetimibe,high cholesterol,9,115
metronidazole,bacterial infection,10,3
mirtazapine,major depressive disorde,3,16
hydrochlorothiazide,high blood pressure,10,63
valacyclovir,cold sores,10,8
desonide,eczema,10,17
armodafinil,obstructive sleep apnea/hypopnea syndrome,9,4
levonorgestrel,emergency contraception,10,37
liraglutide,obesity,10,89
cefdinir,skin and structure infection,6,0
clindamycin,bacterial infection,5,44
dexlansoprazole,gerd,7,32
sofosbuvir,hepatitis c,8,7
bisacodyl,constipation,1,9
esomeprazole,gerd,10,1
levonorgestrel,emergency contraception,10,8
omeprazole,stomach ulce,8,1
bisacodyl,constipation,9,16
cephalexin,bacterial infection,5,13
desvenlafaxine,depression,8,75
olanzapine,bipolar disorde,6,37
naltrexone,ibromyalgia,8,39
lamotrigine,post traumatic stress disorde,10,23
clonazepam,panic disorde,8,31
cabergoline,hyperprolactinemia,7,2
armodafinil,shift work sleep disorde,1,12
olanzapine,bipolar disorde,1,11
gabapentin,ibromyalgia,7,22
insulin lispro,"diabetes, type 2",2,5
mefloquine,malaria prevention,1,11
mirtazapine,depression,8,16
levonorgestrel,birth control,9,0
lubiprostone,irritable bowel syndrome,9,106
clindamycin,bacterial infection,1,9
melatonin,insomnia,8,30
desvenlafaxine,depression,9,60
colchicine,amilial mediterranean feve,10,0
terconazole,vaginal yeast infection,7,45
pregabalin,ibromyalgia,8,153
nitrofurantoin,urinary tract infection,1,7
bisacodyl,bowel preparation,8,15
diazepam,anxiety,1,7
aripiprazole,bipolar disorde,6,11
liraglutide,obesity,10,25
levonorgestrel,birth control,2,4
levonorgestrel,birth control,1,3
diazepam,muscle spasm,10,103
levonorgestrel,birth control,1,10
aripiprazole,schizophrenia,7,28
levonorgestrel,birth control,2,0
tioconazole,vaginal yeast infection,2,5
suvorexant,insomnia,2,41
methylprednisolone,"gout, acute",10,48
imiquimod,keratosis,9,5
topiramate,obesity,10,35
nortriptyline,irritable bowel syndrome,9,20
hydrocortisone,eczema,9,17
metronidazole,diverticulitis,9,21
nortriptyline,pain,1,52
ciprofloxacin,urinary tract infection,1,11
ibuprofen,not listed / othe,8,2
levonorgestrel,emergency contraception,10,5
metronidazole,rosacea,10,54
levonorgestrel,emergency contraception,9,1
melatonin,insomnia,8,16
alprazolam,anxiety,10,77
nitrofurantoin,bladder infection,2,10
levonorgestrel,emergency contraception,10,6
levonorgestrel,emergency contraception,10,4
lamotrigine,anxiety,2,24
desvenlafaxine,anxiety,5,10
atenolol,migraine prevention,10,20
vardenafil,erectile dysfunction,10,23
ondansetron,nausea/vomiting,1,5
desvenlafaxine,depression,9,18
diazepam,anxiety,10,308
ramipril,high blood pressure,9,55
levonorgestrel,emergency contraception,10,12
zaleplon,insomnia,8,41
pregabalin,ibromyalgia,5,21
levonorgestrel,emergency contraception,10,0
meloxicam,inflammatory conditions,10,29
oxcarbazepine,anxiety,10,33
topiramate,diabetic peripheral neuropathy,9,77
levonorgestrel,birth control,7,1
bisacodyl,constipation,1,6
lisinopril,not listed / othe,10,28
levonorgestrel,emergency contraception,9,2
valsartan,high blood pressure,7,33
palbociclib,"breast cancer, metastatic",1,23
temazepam,insomnia,10,35
silodosin,benign prostatic hyperplasia,7,48
rivaroxaban,pulmonary embolism,10,17
nalbuphine,pain,6,11
tioconazole,vaginal yeast infection,4,3
ziprasidone,bipolar disorde,1,44
pregabalin,generalized anxiety disorde,2,11
etanercept,rheumatoid arthritis,8,33
levonorgestrel,birth control,10,17
tioconazole,vaginal yeast infection,1,14
nitrofurantoin,urinary tract infection,1,1
valsartan,high blood pressure,7,126
tioconazole,vaginal yeast infection,10,3
