drugName,condition,rating,usefulCount
paliperidone,schizophrenia,10,44
apremilast,plaque psoriasis,1,9
zolpidem,insomnia,10,5
fluvoxamine,post traumatic stress disorde,1,14
lorazepam,anxiety,5,10
alprazolam,anxiety,10,79
morphine,pain,7,30
isotretinoin,acne,10,55
valacyclovir,cold sores,10,18
meloxicam,rheumatoid arthritis,8,83
tocilizumab,rheumatoid arthritis,10,21
apri,birth control,3,2
ciprofloxacin,urinary tract infection,10,51
citalopram,depression,10,22
methylprednisolone,inflammatory conditions,9,78
nortriptyline,pain,9,66
cefdinir,otitis media,8,16
tofacitinib,rheumatoid arthritis,9,19
alprazolam,anxiety,8,110
omalizumab,nan,10,18
gabapentin,pain,8,52
apri,birth control,5,0
dulaglutide,"diabetes, type 2",10,36
tretinoin,acne,10,55
olopatadine,seasonal allergic conjunctivitis,10,6
azithromycin,chlamydia infection,10,10
milnacipran,ibromyalgia,10,80
tioconazole,vaginal yeast infection,8,7
liraglutide,obesity,10,38
cyclobenzaprine,muscle spasm,6,41
gabapentin,peripheral neuropathy,10,90
doxycycline,acne,8,4
lisinopril,high blood pressure,1,37
rivaroxaban,deep vein thrombosis,9,11
levonorgestrel,emergency contraception,10,5
sildenafil,erectile dysfunction,2,15
quetiapine,post traumatic stress disorde,7,13
cholestyramine,irritable bowel syndrome,10,65
lurasidone,schizophrenia,10,29
minocycline,rosacea,9,15
ketamine,anesthesia,10,18
bupropion,depression,9,34
flurazepam,insomnia,8,8
sumatriptan,migraine,10,6
secukinumab,plaque psoriasis,4,0
miconazole,vaginal yeast infection,1,1
levonorgestrel,birth control,1,8
nebivolol,high blood pressure,6,45
varenicline,smoking cessation,5,8
clopidogrel,heart attack,1,18
lithium,bipolar disorde,7,29
levofloxacin,kidney infections,9,32
quetiapine,post traumatic stress disorde,2,25
imiquimod,basal cell carcinoma,10,2
fluvoxamine,anxiety and stress,3,65
avanafil,erectile dysfunction,10,52
desvenlafaxine,ibromyalgia,10,25
doxycycline,acne,10,16
zonisamide,migraine prevention,7,18
levonorgestrel,birth control,1,6
warfarin,"pulmonary embolism, recurrent event",10,30
amlodipine,high blood pressure,1,110
epinephrine,"asthma, acute",9,22
midazolam,light sedation,9,8
levothyroxine,underactive thyroid,5,50
gabapentin,ibromyalgia,2,5
diclofenac,osteoarthritis,10,34
amoxicillin,upper respiratory tract infection,10,16
ciprofloxacin,urinary tract infection,10,21
sertraline,bipolar disorde,8,25
etanercept,ankylosing spondylitis,9,5
estradiol,postmenopausal symptoms,2,25
oseltamivir,influenza,9,3
levonorgestrel,emergency contraception,10,46
levonorgestrel,birth control,3,6
empagliflozin,"diabetes, type 2",3,25
cabergoline,hyperprolactinemia,10,13
citalopram,generalized anxiety disorde,10,62
levonorgestrel,birth control,10,15
levonorgestrel,birth control,10,1
dulaglutide,"diabetes, type 2",7,1
carisoprodol,muscle spasm,10,44
trihexyphenidyl,extrapyramidal reaction,7,4
minocycline,acne,9,4
venlafaxine,anxiety,2,15
hydrochlorothiazide,high blood pressure,9,0
clomipramine,obsessive compulsive disorde,10,27
pramipexole,restless legs syndrome,3,35
propranolol,mance anxiety,9,67
ropinirole,restless legs syndrome,4,30
omeprazole,indigestion,10,29
testosterone,"hypogonadism, male",7,45
cetirizine,urticaria,9,60
dapsone,acne,10,20
citalopram,premenstrual dysphoric disorde,10,67
lithium,bipolar disorde,10,44
pregabalin,pain,10,63
medroxyprogesterone,birth control,10,4
vilazodone,depression,1,16
lamotrigine,bipolar disorde,10,66
lubiprostone,irritable bowel syndrome,2,21
insulin glargine,"diabetes, type 2",5,8
gabapentin,insomnia,10,34
lorazepam,anxiety,10,2
tenofovir,hepatitis b,6,17
clarithromycin,pneumonia,9,8
amitriptyline,dysautonomia,8,8
gabapentin,migraine,8,31
chlordiazepoxide,alcohol withdrawal,10,37
hydroxyzine,anxiety,10,18
norethindrone,birth control,9,10
isotretinoin,acne,10,1
doxycycline,acne,2,8
lamotrigine,bipolar disorde,10,104
ella,emergency contraception,9,6
norethindrone,birth control,10,4
lorazepam,status epilepticus,5,8
levofloxacin,pneumonia,3,10
moxifloxacin,sinusitis,1,14
propranolol,anxiety,10,90
sertraline,depression,9,24
risedronate,osteoporosis,10,187
tramadol,pain,10,22
orlistat,obesity,5,0
medroxyprogesterone,abnormal uterine bleeding,6,4
medroxyprogesterone,birth control,1,1
escitalopram,depression,10,5
lenalidomide,multiple myeloma,10,33
propranolol,migraine prevention,9,7
bupropion,major depressive disorde,9,16
modafinil,narcolepsy,10,40
furosemide,edema,7,28
lithium,bipolar disorde,2,14
pregabalin,pain,8,78
exemestane,breast cance,9,101
lansoprazole,gerd,10,17
metronidazole,bacterial vaginitis,8,2
azithromycin,tonsillitis/pharyngitis,8,20
lurasidone,bipolar disorde,9,17
sumatriptan,migraine,6,9
azithromycin,chlamydia infection,10,14
azithromycin,upper respiratory tract infection,7,12
atorvastatin,high cholesterol,5,87
zolpidem,insomnia,1,11
medroxyprogesterone,birth control,1,3
mirtazapine,anxiety,6,0
prochlorperazine,nausea/vomiting,1,19
escitalopram,generalized anxiety disorde,2,3
medroxyprogesterone,abnormal uterine bleeding,8,9
nitrofurantoin,urinary tract infection,5,23
rivaroxaban,deep vein thrombosis,1,7
dapagliflozin,"diabetes, type 2",2,0
clindamycin,bacterial infection,9,154
amlodipine,high blood pressure,9,24
hydroxyzine,anxiety,10,3
ziprasidone,schizoaffective disorde,8,29
desvenlafaxine,anxiety,9,21
tramadol,back pain,9,44
sertraline,panic disorde,8,56
desvenlafaxine,depression,2,29
adapalene,acne,7,2
hydroxyzine,anxiety,4,6
sumatriptan,cluster headaches,9,16
temazepam,insomnia,10,39
etanercept,ankylosing spondylitis,10,34
naproxen,headache,9,20
paliperidone,schizoaffective disorde,10,54
silodosin,benign prostatic hyperplasia,1,0
methylphenidate,adhd,8,21
levonorgestrel,birth control,10,5
minocycline,acne,6,11
loratadine,allergic rhinitis,10,10
estradiol,atrophic vaginitis,1,37
minocycline,acne,8,4
diltiazem,atrial fibrillation,5,20
lansoprazole,gerd,10,10
risperidone,post traumatic stress disorde,6,35
norethindrone,birth control,5,4
escitalopram,depression,7,118
clonidine,opiate withdrawal,10,31
lactulose,"constipation, acute",9,51
bisacodyl,constipation,10,8
adapalene,acne,5,5
zolpidem,insomnia,9,26
metformin,polycystic ovary syndrome,6,26
omalizumab,"asthma, maintenance",10,32
sertraline,anxiety and stress,5,4
clonazepam,night terrors,9,12
atenolol,high blood pressure,10,12
solifenacin,overactive bladde,9,61
citalopram,anxiety and stress,9,18
carbamazepine,dystonia,8,1
pregabalin,ibromyalgia,8,127
clonazepam,panic disorde,8,33
secukinumab,plaque psoriasis,6,3
duloxetine,generalized anxiety disorde,10,103
oseltamivir,influenza,1,10
sildenafil,"sexual dysfunction, ssri induced",8,41
cyclobenzaprine,muscle spasm,5,31
liraglutide,obesity,10,87
levothyroxine,"hypothyroidism, after thyroid removal",10,40
escitalopram,anxiety,10,51
miconazole,vaginal yeast infection,5,3
varenicline,smoking cessation,1,20
bisacodyl,constipation,9,8
zolmitriptan,migraine,9,6
sertraline,major depressive disorde,1,4
oseltamivir,influenza,9,0
aripiprazole,depression,1,26
oxymetazoline,nasal congestion,8,8
acetazolamide,pseudotumor cerebri,7,26
cyclobenzaprine,temporomandibular joint disorde,10,17
tramadol,ibromyalgia,9,19
levonorgestrel,emergency contraception,10,5
fluorouracil,actinic keratosis,9,21
clonazepam,anxiety,8,63
rivaroxaban,atrial fibrillation,7,2
levonorgestrel,birth control,10,19
bupropion,major depressive disorde,7,0
liraglutide,"diabetes, type 2",10,87
clonazepam,anxiety,9,26
cefdinir,sinusitis,10,2
methylphenidate,depression,8,86
sildenafil,erectile dysfunction,9,14
oseltamivir,influenza,1,8
apri,birth control,6,4
diclofenac,migraine,10,15
levonorgestrel,birth control,6,4
milnacipran,ibromyalgia,5,76
zolpidem,insomnia,1,16
minocycline,acne,9,6
gabapentin,pain,1,130
omalizumab,"asthma, maintenance",3,26
doxycycline,lyme disease,9,28
diazepam,not listed / othe,8,5
nystatin,oral thrush,7,0
diclofenac,pain,10,17
venlafaxine,depression,2,39
levothyroxine,hashimoto's disease,9,11
norethindrone,birth control,1,8
mefenamic acid,period pain,10,8
paroxetine,panic disorde,10,59
tramadol,pain,2,17
aripiprazole,depression,6,35
duloxetine,depression,3,19
naproxen,headache,10,26
gabapentin,trigeminal neuralgia,8,23
levonorgestrel,birth control,4,3
valacyclovir,"herpes simplex, suppression",10,25
tioconazole,vaginal yeast infection,1,4
fluoxetine,anxiety and stress,9,359
fluconazole,"onychomycosis, toenail",10,10
diclofenac,back pain,5,12
alprazolam,anxiety,1,1
epinephrine,allergic reactions,10,15
azithromycin,tonsillitis/pharyngitis,7,48
pramipexole,restless legs syndrome,10,10
lubiprostone,irritable bowel syndrome,4,10
pramipexole,restless legs syndrome,1,5
apremilast,plaque psoriasis,2,5
verapamil,cluster headaches,10,21
desvenlafaxine,depression,1,27
pregabalin,ibromyalgia,8,40
ciprofloxacin,urinary tract infection,1,17
medroxyprogesterone,amenorrhea,8,6
gabapentin,pain,1,62
bisacodyl,constipation,7,7
ezetimibe,high cholesterol,9,118
apri,birth control,8,5
bupropion,depression,10,48
diclofenac,back pain,9,18
olmesartan,high blood pressure,10,40
irbesartan,high blood pressure,1,28
liraglutide,"diabetes, type 2",10,45
zolpidem,insomnia,8,8
lidocaine,pain,3,8
gabapentin,insomnia,10,82
infliximab,"crohn's disease, maintenance",10,36
miconazole,vaginal yeast infection,1,7
ropinirole,parkinson's disease,6,44
levonorgestrel,birth control,6,2
levonorgestrel,birth control,9,6
liraglutide,"diabetes, type 2",7,46
esomeprazole,gerd,10,14
levetiracetam,seizures,1,3
escitalopram,depression,8,79
sertraline,panic disorde,10,113
fluoxetine,depression,7,24
doxycycline,pneumonia,1,4
milnacipran,ibromyalgia,10,1
sertraline,depression,10,22
chlorthalidone,high blood pressure,1,23
tramadol,pain,1,32
linaclotide,"constipation, chronic",7,10
gabapentin,pain,8,31
rizatriptan,migraine,10,3
zolpidem,insomnia,9,2
diclofenac,osteoarthritis,1,41
pimecrolimus,eczema,10,26
oxymorphone,pain,9,4
lurasidone,bipolar disorde,10,79
naproxen,sciatica,1,12
celecoxib,osteoarthritis,7,0
citalopram,generalized anxiety disorde,1,14
doxycycline,rosacea,7,11
tapentadol,pain,9,21
isotretinoin,acne,10,17
risperidone,post traumatic stress disorde,10,21
cefpodoxime,bladder infection,10,20
levonorgestrel,birth control,5,7
methylphenidate,adhd,8,24
rizatriptan,migraine,9,0
meloxicam,osteoarthritis,10,84
fluticasone,atopic dermatitis,8,3
levonorgestrel,birth control,4,6
azithromycin,chlamydia infection,7,11
pregabalin,neuropathic pain,10,36
sumatriptan,migraine,10,15
ciprofloxacin,urinary tract infection,8,19
norethindrone,birth control,9,9
losartan,high blood pressure,9,41
hydroxyzine,anxiety,2,17
oxaliplatin,colorectal cance,9,32
cyclobenzaprine,muscle spasm,9,10
somatropin,adult human growth hormone deficiency,5,7
venlafaxine,hot flashes,6,51
lurasidone,bipolar disorde,10,14
minocycline,acne,9,5
dapsone,acne,8,23
valsartan,high blood pressure,6,14
ibuprofen,pain,9,15
lamotrigine,bipolar disorde,8,14
polyethylene glycol 3350,bowel preparation,9,8
levonorgestrel,birth control,10,1
levonorgestrel,birth control,9,1
desvenlafaxine,depression,8,11
alprazolam,not listed / othe,10,2
varenicline,smoking cessation,8,20
escitalopram,anxiety,7,11
topiramate,obesity,10,175
vilazodone,depression,2,22
bupropion,depression,9,106
bupropion,major depressive disorde,9,7
sertraline,depression,8,47
azithromycin,chlamydia infection,10,12
acyclovir,herpes simplex,10,35
triamcinolone,atopic dermatitis,10,14
levonorgestrel,birth control,10,5
duloxetine,anxiety,8,54
medroxyprogesterone,abnormal uterine bleeding,10,107
duloxetine,depression,1,32
omeprazole,gerd,7,90
cyclobenzaprine,ibromyalgia,8,21
clomiphene,emale infertility,2,2
caffeine,hypersomnia,9,24
sertraline,post traumatic stress disorde,10,11
bupropion,major depressive disorde,7,3
sodium hyaluronate,osteoarthritis,5,4
atenolol,anxiety,10,40
metronidazole,bacterial vaginitis,1,4
sertraline,anxiety and stress,5,9
clarithromycin,bronchitis,1,7
levonorgestrel,birth control,5,42
azelastine,allergic rhinitis,10,22
sertraline,depression,10,113
tretinoin,acne,10,27
sertraline,generalized anxiety disorde,8,43
zolpidem,insomnia,10,30
brexpiprazole,depression,10,13
metronidazole,bacterial infection,1,6
bupropion,smoking cessation,1,9
pregabalin,pain,4,13
sitagliptin,"diabetes, type 2",9,46
brexpiprazole,depression,4,22
copper,birth control,10,14
fentanyl,chronic pain,9,7
suvorexant,insomnia,1,0
clonazepam,anxiety,10,95
levetiracetam,new daily persistent headache,10,5
oxcarbazepine,bipolar disorde,8,19
bupropion,smoking cessation,9,45
metronidazole,bacterial infection,9,5
bisacodyl,constipation,9,11
liraglutide,obesity,5,9
duloxetine,anxiety,9,42
tramadol,pain,2,22
amitriptyline,anxiety and stress,10,23
alprazolam,tinnitus,9,92
hydroxyzine,anxiety,10,55
methylprednisolone,allergic rhinitis,3,3
adapalene,acne,4,3
ulipristal,emergency contraception,6,7
carvedilol,atrial fibrillation,2,5
atomoxetine,adhd,5,42
soma,muscle spasm,10,27
rivaroxaban,deep vein thrombosis,9,24
brimonidine,rosacea,1,14
medroxyprogesterone,abnormal uterine bleeding,1,24
levonorgestrel,birth control,9,1
pramipexole,restless legs syndrome,9,4
minoxidil,alopecia,10,42
metoclopramide,gerd,1,26
amitriptyline,insomnia,4,16
venlafaxine,depression,10,143
nitrofurantoin,urinary tract infection,2,5
norethindrone,abnormal uterine bleeding,1,12
sertraline,depression,10,237
naproxen,muscle pain,10,14
loratadine,allergic rhinitis,1,29
tioconazole,vaginal yeast infection,5,0
gabapentin,pain,10,59
clonazepam,burning mouth syndrome,10,18
duloxetine,depression,10,254
methylphenidate,narcolepsy,9,39
tamsulosin,urinary tract stones,4,31
levonorgestrel,emergency contraception,10,3
risperidone,schizophrenia,8,7
memantine,migraine,10,14
sodium hyaluronate,osteoarthritis,1,68
lurasidone,bipolar disorde,9,40
clonazepam,panic disorde,9,7
nitrofurantoin,urinary tract infection,1,26
apixaban,prevention of thromboembolism in atrial fibrillation,1,77
pantoprazole,nan,10,14
tizanidine,muscle spasm,8,17
amlodipine,high blood pressure,9,127
solifenacin,overactive bladde,9,8
copper,birth control,3,0
sumatriptan,migraine,7,4
amitriptyline,interstitial cystitis,10,53
lurasidone,bipolar disorde,10,44
apri,birth control,3,1
minocycline,acne,6,25
diclofenac,pain,10,43
ciprofloxacin,prostatitis,5,7
modafinil,narcolepsy,1,10
ondansetron,nausea/vomiting,10,9
levonorgestrel,birth control,3,12
levonorgestrel,emergency contraception,10,9
diclofenac,migraine,10,37
bupropion,smoking cessation,9,26
clindamycin,sinusitis,1,20
apri,birth control,7,0
pregabalin,generalized anxiety disorde,10,84
sertraline,obsessive compulsive disorde,9,59
medroxyprogesterone,abnormal uterine bleeding,5,9
doxycycline,skin or soft tissue infection,10,10
fentanyl,pain,7,71
tapentadol,pain,1,14
tazarotene,acne,10,41
estradiol,atrophic vaginitis,10,66
copper,birth control,10,8
temazepam,insomnia,10,36
ketoprofen,pain,10,12
apremilast,plaque psoriasis,1,12
golimumab,rheumatoid arthritis,10,50
warfarin,"deep vein thrombosis, first event",4,24
amitriptyline,pain,10,9
montelukast,asthma,9,4
venlafaxine,depression,1,15
secukinumab,plaque psoriasis,3,0
etodolac,pain,10,48
ziprasidone,bipolar disorde,1,1
clonazepam,bipolar disorde,10,34
propranolol,benign essential trem,9,114
dextromethorphan,cough,3,17
testosterone,"hypogonadism, male",10,14
levofloxacin,sinusitis,3,29
venlafaxine,depression,10,42
venlafaxine,depression,10,15
medroxyprogesterone,birth control,10,7
desvenlafaxine,major depressive disorde,1,0
linaclotide,"constipation, chronic",10,54
sumatriptan,migraine,7,9
pregabalin,diabetic peripheral neuropathy,10,109
levonorgestrel,birth control,9,7
tramadol,back pain,7,85
tramadol,pain,10,11
diclofenac,pain,7,54
miconazole,vaginal yeast infection,1,4
levofloxacin,bacterial infection,6,12
gabapentin,peripheral neuropathy,10,93
pramoxine,hemorrhoids,10,6
metoprolol,high blood pressure,6,90
levonorgestrel,emergency contraception,10,37
topiramate,seizure prevention,9,4
venlafaxine,hot flashes,10,24
diclofenac,osteoarthritis,10,38
multivitamin,dietary supplementation,3,11
venlafaxine,bulimia,10,5
levonorgestrel,birth control,9,12
chlorpromazine,light sedation,10,7
quetiapine,insomnia,9,173
alli,obesity,10,80
quetiapine,generalized anxiety disorde,9,29
mometasone,nasal polyps,3,23
teriparatide,osteoporosis,10,1
fluoxetine,depression,6,127
fluoxetine,panic disorde,5,33
vilazodone,major depressive disorde,10,75
oxymorphone,pain,10,67
etodolac,pain,8,22
varenicline,smoking cessation,10,12
clonazepam,restless legs syndrome,10,9
potassium chloride,hypokalemia,10,12
hydroxyzine,pruritus,10,77
cefdinir,sinusitis,1,7
citalopram,anxiety and stress,7,294
milnacipran,nan,8,3
tadalafil,erectile dysfunction,9,38
levonorgestrel,birth control,3,0
alprazolam,anxiety,6,0
duloxetine,depression,9,32
omalizumab,"asthma, maintenance",10,33
tranexamic acid,menorrhagia,9,51
gabapentin,neuropathic pain,6,8
desvenlafaxine,anxiety,8,15
lurasidone,bipolar disorde,8,50
pregabalin,ibromyalgia,1,41
nitrofurantoin,urinary tract infection,9,23
temazepam,insomnia,10,25
nabumetone,back pain,8,101
hydroxychloroquine,undifferentiated connective tissue disease,1,27
azithromycin,chlamydia infection,8,2
armodafinil,narcolepsy,9,25
vilazodone,major depressive disorde,3,15
tioconazole,vaginal yeast infection,1,8
methylphenidate,adhd,5,36
hydroxyurea,"anemia, sickle cell",10,13
ropinirole,restless legs syndrome,7,4
azithromycin,chlamydia infection,9,16
lurasidone,schizoaffective disorde,10,28
vilazodone,depression,2,23
citalopram,obsessive compulsive disorde,2,7
clindamycin,bacterial vaginitis,1,2
testosterone,"hypogonadism, male",10,80
escitalopram,depression,9,94
sertraline,panic disorde,8,44
alfuzosin,not listed / othe,10,1
paroxetine,hot flashes,10,19
ciprofloxacin,urinary tract infection,1,8
doxycycline,acne,8,24
metronidazole,diverticulitis,7,43
clonazepam,migraine prevention,7,20
valacyclovir,cold sores,5,22
lurasidone,bipolar disorde,4,26
tizanidine,muscle spasm,1,8
medroxyprogesterone,birth control,7,19
duloxetine,ibromyalgia,3,7
lamotrigine,bipolar disorde,10,22
copper,birth control,10,5
tamsulosin,benign prostatic hyperplasia,1,27
liraglutide,"diabetes, type 2",8,4
lorazepam,anxiety,10,38
lamotrigine,seizure prevention,9,33
miconazole,vaginal yeast infection,1,13
propranolol,anxiety,9,42
venlafaxine,depression,8,5
cephalexin,skin or soft tissue infection,10,26
clonidine,hypertensive emergency,10,10
modafinil,obstructive sleep apnea/hypopnea syndrome,8,7
