usp_category,usp_class,usp_drug,drug_example
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, conjugated synthetic","synthetic conjugated estrogens, b"
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, esterified","estrogens, esterified"
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,estrone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,estrone sodium sulfate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,estropipate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estropipate,estropipate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,ethinyl estradiol,ethinyl estradiol
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,ethinyl estradiol,ethinylestradiol propanesulfonate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,ulipristal
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,ulipristal acetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,levonorgestrel,levonorgestrel
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,medroxyprogesterone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,medroxyprogesterone acetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,megestrol
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,megestrol acetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,norethindrone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,norethindrone acetate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norgestrel,norgestrel
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,progesterone,progesterone
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,raloxifene
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,raloxifene hydrochloride
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,raloxifene hydrochloride hydrate
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,ospemifene,ospemifene
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,methimazole,methimazole
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,propylthiouracil,propylthiouracil
Immunological Agents,Angioedema (HAE) Agents,icatibant,icatibant acetate
Immunological Agents,Immune Suppressants,mycophenolic acid,mycophenolic acid
Immunological Agents,Immune Suppressants,mycophenolic acid,mycophenolate mofetil
Immunological Agents,Immune Suppressants,mycophenolic acid,mycophenolate mofetil hydrochloride
Immunological Agents,Immune Suppressants,mycophenolic acid,mycophenolate sodium
Immunological Agents,Immune Suppressants,tacrolimus,tacrolimus
Immunological Agents,Immune Suppressants,tacrolimus,tacrolimus
Immunological Agents,Immune Suppressants,cyclosporine,cyclosporine
Immunological Agents,Immune Suppressants,tofacitinib,tofacitinib
Immunological Agents,Immune Suppressants,tofacitinib,tofacitinib citrate
Immunological Agents,Immune Suppressants,sirolimus,sirolimus
Immunological Agents,Immune Suppressants,mercaptopurine,mercaptopurine
Immunological Agents,Immune Suppressants,mercaptopurine,mercaptopurine
Immunological Agents,Immune Suppressants,abatacept,abatacept
Immunological Agents,Immune Suppressants,anakinra,anakinra
Immunological Agents,Immune Suppressants,everolimus,everolimus
Immunological Agents,Immune Suppressants,methotrexate,methotrexate
Immunological Agents,Immune Suppressants,methotrexate,methotrexate sodium
Immunological Agents,Immune Suppressants,penicillamine,penicillamine
Immunological Agents,Immune Suppressants,penicillamine,penicillamine hydrochloride
Immunological Agents,Immune Suppressants,pimecrolimus,pimecrolimus
Immunological Agents,Immune Suppressants,azathioprine,azathioprine
Immunological Agents,Immune Suppressants,azathioprine,azathioprine sodium
Immunological Agents,Immune Suppressants,adalimumab,adalimumab
Immunological Agents,Immune Suppressants,certolizumab pegol,certolizumab pegol
Immunological Agents,Immune Suppressants,etanercept,etanercept
Immunological Agents,Immune Suppressants,golimumab,golimumab
Immunological Agents,Immune Suppressants,infliximab,infliximab
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,"anti-human thymocyte immunoglobulin, equine"
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,"anti-human thymocyte immunoglobulin, rabbit"
Immunological Agents,"Immunizing Agents, Passive",immune globulin intravenous (human),immune globulin intravenous pentetate
Immunological Agents,Immunomodulators,belimumab,belimumab
Immunological Agents,Immunomodulators,"interferon gamma-1b, recombinant",interferon gamma-1b
Immunological Agents,Immunomodulators,canakinumab,canakinumab
Immunological Agents,Immunomodulators,rilonacept,rilonacept
Immunological Agents,Immunomodulators,tocilizumab,tocilizumab
Immunological Agents,Immunomodulators,auranofin,auranofin
Immunological Agents,Immunomodulators,leflunomide,leflunomide
Immunological Agents,Immunomodulators,natalizumab,natalizumab
Immunological Agents,Vaccines,diphtheria and tetanus toxoids adsorbed (dt),adsorbed diphtheria-tetanus combined toxoid
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed (dtap),adsorbed diphtheria-purified pertussis-tetanus combined vaccine
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis absorbed and inactivated poliovirus (dtap-ipv) vaccine,adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine
Immunological Agents,Vaccines,haemophilus b conjugate vaccine,haemophilus influenzae type b conjugate vaccine
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,adsorbed hepatitis b vaccine
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,adsorbed hepatitis b vaccine
Immunological Agents,Vaccines,japanese encephalitis virus vaccine inactivated,japanese encephalitis vaccine
Immunological Agents,Vaccines,measles virus vaccine live,measles virus vaccine live
Immunological Agents,Vaccines,measles virus vaccine live,freeze-dried live attenuated measles vaccine
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,meningococcal polysaccharide vaccine group a
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,meningococcal polysaccharide vaccine group c
Immunological Agents,Vaccines,human papillomavirus bivalent (type 16 and 18) vaccine recombinant,recombinant adsorbed bivalent human papillomavirus-like particle vaccine
Immunological Agents,Vaccines,"human papillomavirus quadrivalent (types 6, 11, 16 and 18) vaccine recombinant",recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine
Immunological Agents,Vaccines,poliovirus vaccine inactivated,poliovirus vaccine inactivated
Immunological Agents,Vaccines,rabies vaccine,rabies vaccine
Immunological Agents,Vaccines,rubella virus vaccine,rubella virus vaccine live
Immunological Agents,Vaccines,rubella virus vaccine,freeze-dried live attenuated rubella vaccine
Immunological Agents,Vaccines,tetanus toxoid,tetanus toxoid
Immunological Agents,Vaccines,tetanus toxoid adsorbed,tetanus toxoid adsorbed
Immunological Agents,Vaccines,typhoid vaccine live oral,typhoid vaccine
Immunological Agents,Vaccines,varicella virus vaccine,freeze-dried live attenuated varicella vaccine
Immunological Agents,Vaccines,yellow fever vaccine,yellow fever vaccine
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone sodium phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone valerate
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone dipropionate
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone butyrate propionate
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,betamethasone benzoate
Inflammatory Bowel Disease Agents,Glucocorticoids,budesonide,budesonide
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,cortisone
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,cortisone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone sodium phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone metasulfobenzoate sodium
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone palmitate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone dipropionate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone valerate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone acefurate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone beloxil
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone cipecilate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone 21-acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone isonicotinate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone sodium hemisulfate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone 21-tebutate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone 21-valerate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone phenylpropionate
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,dexamethasone phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone cypionate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone sodium phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone sodium succinate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone succinate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone butyrate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone probutate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone valerate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone hemisuccinate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone aceponate
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,hydrocortisone caproate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone sodium succinate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone hemisuccinate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone sodium phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone suleptanate
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,methylprednisolone aceponate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone sodium phosphate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone tebutate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone sodium succinate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone farnesylate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone hemisuccinate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone valerate acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone pivalate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone sodium metazoate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone 21-
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,prednisolone steaglate
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,prednisone
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,prednisone acetate
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,triamcinolone
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,triamcinolone acetonide
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,triamcinolone diacetate
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,triamcinolone hexacetonide
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,triamcinolone acetonide sodium phosphate
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,balsalazide
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,balsalazide disodium
Inflammatory Bowel Disease Agents,Aminosalicylates,mesalamine,mesalamine
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,olsalazine
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,olsalazine sodium
Inflammatory Bowel Disease Agents,Sulfonamides,sulfasalazine,sulfasalazine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,azelastine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,azelastine hydrochloride
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,bepotastine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,bepotastine besylate
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,cromolyn,cromolyn sodium
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,emedastine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,emedastine difumarate
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,epinastine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,epinastine hydrochloride
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,lodoxamide
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,lodoxamide ethyl
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,lodoxamide tromethamine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,nedocromil
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,nedocromil sodium
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,nedocromil calcium
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,olopatadine
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,olopatadine hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,apraclonidine
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,apraclonidine hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,brimonidine
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,brimonidine tartrate
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,dipivefrin
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,dipivefrin hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,betaxolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,betaxolol hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,carteolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,carteolol hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,levobunolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,levobunolol hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,metipranolol,metipranolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,metipranolol,metipranolol hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,timolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,timolol
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,timolol maleate
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,acetazolamide
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,acetazolamide sodium
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brinzolamide,brinzolamide
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,dorzolamide
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,dorzolamide hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,methazolamide,methazolamide
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,echothiophate,echothiophate iodide
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,pilocarpine
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,pilocarpine hydrochloride
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,pilocarpine nitrate
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,pilocarpine borate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone sodium phosphate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone metasulfobenzoate sodium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone palmitate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone dipropionate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone valerate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone acetate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone acefurate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone beloxil
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone cipecilate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone 21-acetate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone isonicotinate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone sodium hemisulfate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone 21-tebutate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone 21-valerate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone phenylpropionate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,dexamethasone phosphate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,difluprednate,difluprednate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,fluocinolone,fluocinolone acetonide
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,loteprednol
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,loteprednol etabonate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone acetate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone sodium phosphate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone tebutate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone sodium succinate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone farnesylate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone hemisuccinate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone valerate acetate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone pivalate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone sodium metazoate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone 21-
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,prednisolone steaglate
Ophthalmic Agents,Ophthalmic Anti-inflammatories,rimexolone,rimexolone
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,bromfenac
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,bromfenac sodium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac potassium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac sodium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac diethylamine
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac hydroxyethylpyrrolidine
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,diclofenac calcium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,flurbiprofen
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,flurbiprofen axetil
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,flurbiprofen sodium
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,esflurbiprofen
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,ketorolac
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,ketorolac tromethamine
Ophthalmic Agents,Ophthalmic Anti-inflammatories,nepafenac,nepafenac
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,bimatoprost,bimatoprost
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,latanoprost,latanoprost
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,tafluprost,tafluprost
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,travoprost,travoprost
Ophthalmic Agents,"Ophthalmic Agents, Other",hydroxypropyl cellulose,hydroxypropylcellulose
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,naphazoline
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,naphazoline hydrochloride
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,naphazoline nitrate
Ophthalmic Agents,"Ophthalmic Agents, Other",cyclosporine,cyclosporine
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,azelastine
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,azelastine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,cetirizine
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,cetirizine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,desloratadine,desloratadine
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,levocetirizine
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,levocetirizine dihydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,olopatadine
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,olopatadine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,carbinoxamine
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,carbinoxamine maleate
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,carbinoxamine diphenyldisulfonate
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,clemastine
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,clemastine fumarate
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,cyproheptadine
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,cyproheptadine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine salicylate
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine tannate
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine laurylsulfate
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,diphenhydramine citrate
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,hydroxyzine
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,hydroxyzine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,hydroxyzine pamoate
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine hydrochloride
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine teoclate
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine methylenedisalicylate
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine maleate
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,promethazine hibenzate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",beclomethasone,beclomethasone dipropionate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",budesonide,budesonide
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",ciclesonide,ciclesonide
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",flunisolide,flunisolide
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",flunisolide,flunisolide acetate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,fluticasone
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,fluticasone propionate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,fluticasone furoate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,mometasone
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,mometasone furoate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,mometasone furoate hydrate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,triamcinolone
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,triamcinolone acetonide
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,triamcinolone diacetate
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,triamcinolone hexacetonide
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,triamcinolone acetonide sodium phosphate
