group,indication,score,contraindications_description,generic_name,contraindication_result
medication,pyridoxine hydrochloride,0.9896806,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,) inhibitors,0.93378407,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,doxylamine succinate,0.9968434,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,pyridoxine hydrochloride,0.99665236,"doxylamine succinate &amp; pyridoxine hydrochloride is contraindicated in women with any of the following conditions: known hypersensitivity to doxylamine succinate, other ethanolamine derivative antihistamines, pyridoxine hydrochloride or any inactive ingredient in the formulation monoamine oxidase (mao) inhibitors intensify and prolong the adverse central nervous system effects of doxylamine succinate &amp; pyridoxine hydrochloride",pyridoxine hydrochloride + doxylamine succinate,known hypersensitivity to doxylamine succinate
medication,pyridostigm,0.95421344,"pyridostigmine is contraindicated in mechanical intestinal or urinary obstruction, and particular caution should be used in its administration to patients with bronchial asthma. care should be observed in the use of atropine for counteracting side effects.",pyridostigmine bromide,mechanical intestinal or urinary obstruction
medication,pyrantel,0.9546013,known hypersensitivity to pyrantel or any ingredient in the formulation.,pyrantel pamoate,hypersensitivity to pyrantel or any ingredient in the formulation
medication,pseudoephedrine,0.86312735,pseudoephedrine is contraindicated in- hypersensitivity of individuals to this drug severe hypertension and coronary artery disease concurrent use of mono amine oxidase inhibitor (maoi) drugs,pseudoephedrine hydrochloride,severe hypertension and coronary artery disease
medication,drug,0.51549405,pseudoephedrine is contraindicated in- hypersensitivity of individuals to this drug severe hypertension and coronary artery disease concurrent use of mono amine oxidase inhibitor (maoi) drugs,pseudoephedrine hydrochloride,severe hypertension and coronary artery disease
disease_disorder,coronary artery disease,0.9408064,pseudoephedrine is contraindicated in- hypersensitivity of individuals to this drug severe hypertension and coronary artery disease concurrent use of mono amine oxidase inhibitor (maoi) drugs,pseudoephedrine hydrochloride,severe hypertension and coronary artery disease
medication,mono amine oxidase inhibitor ( maoi ) drugs,0.9981692,pseudoephedrine is contraindicated in- hypersensitivity of individuals to this drug severe hypertension and coronary artery disease concurrent use of mono amine oxidase inhibitor (maoi) drugs,pseudoephedrine hydrochloride,severe hypertension and coronary artery disease
medication,monoamine oxidase inhibitor,0.97165567,"this is contraindicated in the cases of known hypersensitivity to any of its constituents, cardiovascular disease including hypertension, lower respiratory symptoms including asthma, monoamine oxidase inhibitor (maoi) therapy.",pseudoephedrine + guaiphenasine + triprolidine,known hypersensitivity to any of its constituents
medication,maoi,0.9966798,"this is contraindicated in the cases of known hypersensitivity to any of its constituents, cardiovascular disease including hypertension, lower respiratory symptoms including asthma, monoamine oxidase inhibitor (maoi) therapy.",pseudoephedrine + guaiphenasine + triprolidine,known hypersensitivity to any of its constituents
medication,prucalopride,0.96771544,prucalopride is contraindicated in those people who are hypersensitive to the active substance or to any of the excipients and people with renal impairment requiring dialysis.,prucalopride succinate,people with renal impairment requiring dialysis
history,substance,0.47020286,prucalopride is contraindicated in those people who are hypersensitive to the active substance or to any of the excipients and people with renal impairment requiring dialysis.,prucalopride succinate,people with renal impairment requiring dialysis
disease_disorder,renal impairment,0.9964382,prucalopride is contraindicated in those people who are hypersensitive to the active substance or to any of the excipients and people with renal impairment requiring dialysis.,prucalopride succinate,people with renal impairment requiring dialysis
medication,sulfate,0.9965938,protamine sulfate is contraindicated in patients who have shown previous intolerance to the drug.,protamine sulfate,previous intolerance to the drug
medication,prop,0.9998903,propylthiouracil is contraindicated in patients who have demonstrated hypersensitivity to the drug or any of the other product components.,propylthiouracil,hypersensitivity to the drug or any of the other product components
