group,indication,score,contraindications_description,generic_name,contraindication_result
contradicted drug,meloxica,0.9155825,"meloxicam is contraindicated to patients hypersensitive to this drug. meloxicam should not be given to patients who have developed signs of asthma, nasal polyps, angioneurotic oedema or urticaria following the administration of aspirin or nsaids. meloxicam is contraindicated to patients with active peptic ulcer during the last six months or a history of recurrent peptic ulcer disease, severe hepatic failure, non-dialysed severe renal failure, gastrointestinal bleeding, cerebrovascular bleeding or other bleeding disorders.",meloxicam,patients with active peptic ulcer during the last six months
contradicted patient history,nasal polyps,0.8282396,"meloxicam is contraindicated to patients hypersensitive to this drug. meloxicam should not be given to patients who have developed signs of asthma, nasal polyps, angioneurotic oedema or urticaria following the administration of aspirin or nsaids. meloxicam is contraindicated to patients with active peptic ulcer during the last six months or a history of recurrent peptic ulcer disease, severe hepatic failure, non-dialysed severe renal failure, gastrointestinal bleeding, cerebrovascular bleeding or other bleeding disorders.",meloxicam,patients with active peptic ulcer during the last six months
contradicted drug,meloxicam,0.92757535,"meloxicam is contraindicated to patients hypersensitive to this drug. meloxicam should not be given to patients who have developed signs of asthma, nasal polyps, angioneurotic oedema or urticaria following the administration of aspirin or nsaids. meloxicam is contraindicated to patients with active peptic ulcer during the last six months or a history of recurrent peptic ulcer disease, severe hepatic failure, non-dialysed severe renal failure, gastrointestinal bleeding, cerebrovascular bleeding or other bleeding disorders.",meloxicam,patients with active peptic ulcer during the last six months
contradicted drug,melatonin,0.99791056,melatonin should not be used by patients who have autoimmune diseases.,melatonin,autoimmune diseases
contradicted drug,megestrol acetate,0.92776984,history of hypersensitivity to megestrol acetate or any component of the formulation. known or suspected pregnancy.,megestrol acetate,known or suspected pregnancy
contradicted drug,mefloquine,0.8475057,"use of mefloquine is contraindicated in patients with a known hypersensitivity to mefloquine or related compounds (e.g. quinine and quinidine). it should not be prescribed for prophylaxis in patients with active depression, a recent history of depression, generalized anxiety disorder, psychosis, or schizophrenia or other major psychiatric disorders, or with a history of convulsions.",mefloquine,hypersensitivity to mefloquine or related compounds
contradicted patient history,anxiety disorder,0.82762635,"use of mefloquine is contraindicated in patients with a known hypersensitivity to mefloquine or related compounds (e.g. quinine and quinidine). it should not be prescribed for prophylaxis in patients with active depression, a recent history of depression, generalized anxiety disorder, psychosis, or schizophrenia or other major psychiatric disorders, or with a history of convulsions.",mefloquine,hypersensitivity to mefloquine or related compounds
contradicted patient history,psycho,0.8501269,"use of mefloquine is contraindicated in patients with a known hypersensitivity to mefloquine or related compounds (e.g. quinine and quinidine). it should not be prescribed for prophylaxis in patients with active depression, a recent history of depression, generalized anxiety disorder, psychosis, or schizophrenia or other major psychiatric disorders, or with a history of convulsions.",mefloquine,hypersensitivity to mefloquine or related compounds
contradicted patient history,schizophrenia,0.9174814,"use of mefloquine is contraindicated in patients with a known hypersensitivity to mefloquine or related compounds (e.g. quinine and quinidine). it should not be prescribed for prophylaxis in patients with active depression, a recent history of depression, generalized anxiety disorder, psychosis, or schizophrenia or other major psychiatric disorders, or with a history of convulsions.",mefloquine,hypersensitivity to mefloquine or related compounds
contradicted disease,arterial thromboembolic disease,0.9156713,"medroxyprogesterone acetate is contraindicated in women with any of the following conditions: undiagnosed abnormal genital bleeding. known, suspected, or history of breast cancer. known or suspected estrogen- or progesterone-dependent neoplasia. active dvt, pe, or a history of these conditions active arterial thromboembolic disease (for example, stroke and mi), or a history of these conditions. known anaphylactic reaction or angioedema to medroxyprogesterone acetate known liver impairment or disease. known or suspected pregnancy.",medroxyprogesterone acetate (tablet),undiagnosed abnormal genital bleeding
contradicted drug,mecliz,0.89970565,meclizine is contraindicated in patients hypersensitive to meclizine or any of its excipeints.,meclizine hydrochloride,meclizine
contradicted drug,mecliz,0.8406064,meclizine is contraindicated in patients hypersensitive to meclizine or any of its excipeints.,meclizine hydrochloride,meclizine
contradicted drug,meclizine hydrochloride,0.9608991,meclizine hydrochloride and pyridoxine hydrochloride is contraindicated in patients who are hypersensitive to these ingredients.,meclizine + pyridoxine,hypersensitive to these ingredients
contradicted drug,pyridoxine hydrochloride,0.9932326,meclizine hydrochloride and pyridoxine hydrochloride is contraindicated in patients who are hypersensitive to these ingredients.,meclizine + pyridoxine,hypersensitive to these ingredients
contradicted disease,glaucom,0.73081183,"hypersensitivity to any of the ingredients of mebhydrolin tablet or to mebhydrolin prostatic hypertrophy, narrow-angle glaucoma. first trimester of pregnancy.",mebhydrolin napadisylate,hypersensitivity
contradicted disease,dyskinesia,0.7542272,"metoclopramide is contraindicated: in patients with a history of tardive dyskinesia (td) or a dystonic reaction to metoclopramide. when stimulation of gastrointestinal motility might be dangerous (e.g., in the presence of gastrointestinal hemorrhage, mechanical obstruction, or perforation). in patients with pheochromocytoma or other catecholamine-releasing paragangliomas. reglan may cause a hypertensive/pheochromocytoma crisis, probably due to release of catecholamines from the tumor. in patients with epilepsy. reglan may increase the frequency and severity of seizures. in patients with hypersensitivity to metoclopramide. reactions have included laryngeal and glossal angioedema and bronchospasm.",metoclopramide hydrochloride,in patients with a history of tardive dyskinesia
contradicted drug,catecholamine,0.91973007,"metoclopramide is contraindicated: in patients with a history of tardive dyskinesia (td) or a dystonic reaction to metoclopramide. when stimulation of gastrointestinal motility might be dangerous (e.g., in the presence of gastrointestinal hemorrhage, mechanical obstruction, or perforation). in patients with pheochromocytoma or other catecholamine-releasing paragangliomas. reglan may cause a hypertensive/pheochromocytoma crisis, probably due to release of catecholamines from the tumor. in patients with epilepsy. reglan may increase the frequency and severity of seizures. in patients with hypersensitivity to metoclopramide. reactions have included laryngeal and glossal angioedema and bronchospasm.",metoclopramide hydrochloride,in patients with a history of tardive dyskinesia
contradicted drug,methyl,0.99983954,methylprednisolone sterile powder is contraindicated: in systemic fungal infections and patients with known hypersensitivity to the product and its constituents. for intrathecal administration. reports of severe medical events have been associated with this route of administration. intramuscular corticosteroid preparations are contraindicated for idiopathic thrombocytopenic purpura.,methylprednisolone sodium succcinate,in systemic fungal infections
