group,indication,Score,side_effects,generic_name
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,ambergris + salep + galangal
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,ambar momiyaee
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,chebulic myrobalan + barberry
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,camphor + thymol + menthol + eucalyptus oil
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,buzuri
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,garlitab
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,espand
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,emblic myrobalan + chebulic + belleric
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,emblic myrobalan + aswagandha + grape
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,ejaz
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,"jadwar [denudatum, saffron, henbane]"
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,herbal gastric preparation
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,marwareedi
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,marham kharish
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,liquorice + cascara sagrada + belladona
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,pechish
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,"salajeet [mineral pitch, red sage]"
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,saffron + sand lizard + nutmeg fruit
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,"tila jadeed [madar, mace arillus, nutmeg nut]"
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,"suzark [chir pine, chickpea, pearl]"
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,suranjan
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,saffron + mace arillus + nutmeg fruit
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,rehmin
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,natural medicine for diabetes
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,licorice + yellow silk cotton + mastic tree
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,licorice + vasaka + basil + peppermint
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,lavendar [lavendula stoechas]
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,kusta qalyee [calcined stannum]
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,khakshi
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,herbal cough syrup [glycyrrhiza glabra]
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,dinar
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,devils cotton + ashoka bark + aswagandha
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,datura + rhubarb + ginger
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,date palm + betel nut + acacia
sign_symptom,side effect,0.99700356, no significant side effect has been observed in proper dosage. ,aloe + black pepper + henbane
sign_symptom,side effect,0.91499245, no significant side effect has been reported in therapeutic dosage. ,aniseed + indian dill + black cardamom + peppermint
sign_symptom,side effect,0.91499245, no significant side effect has been reported in therapeutic dosage. ,"fishar [snake root, potassium, magnesium]"
sign_symptom,side effect,0.91499245, no significant side effect has been reported in therapeutic dosage. ,tabkheer
sign_symptom,side effect,0.91499245, no significant side effect has been reported in therapeutic dosage. ,barsina
sign_symptom,vomiting,0.99986935," large oral doses may cause gastric discomfort, vomiting and loss of appetite. these side-effects appear to be due to the bitter taste of andrographolide. ",andrographis paniculata
sign_symptom,loss of appetite,0.9992735," large oral doses may cause gastric discomfort, vomiting and loss of appetite. these side-effects appear to be due to the bitter taste of andrographolide. ",andrographis paniculata
sign_symptom,allergic reaction,0.99968654, occasionally allergic reaction may occur. chronic use may cause loss of electrolytes (potassium) that will reverse upon discontinuation. ,aloe indica+ hyoscyamus niger + piper nigrum
sign_symptom,allergic reaction,0.99968654, occasionally allergic reaction may occur. chronic use may cause loss of electrolytes (potassium) that will reverse upon discontinuation. ,psyllium [ispaghula husk] + senna extract
sign_symptom,rash,0.9213555," rashes, gastro intestinal disorders, rearly malaise, headache,vertigo, drowsiness, visual and test disturbances, hypertension, alopecia,hepatotoxicity, neuropathy, gynaeconastia and blood disorders. ",allopurinol
sign_symptom,mala,0.99904436," rashes, gastro intestinal disorders, rearly malaise, headache,vertigo, drowsiness, visual and test disturbances, hypertension, alopecia,hepatotoxicity, neuropathy, gynaeconastia and blood disorders. ",allopurinol
sign_symptom,irritation,0.9996569," this gel is generally well tolerated even in long-term use. in rare cases, some local irritations are reported such as slight erythema and itching. these side effects do not require discontinuation of the treatment. ",allium cepa + heparin + allantoin
sign_symptom,sync,0.85476255," classification of expected frequencies: very common (&lt;1/10), common (&lt;1/100 to &lt;1/10), uncommon (&lt;1/1,000 to &lt;1/100), rare (&lt;1/10,000 to &lt;1/1,000), very rare (&lt;1/10,000), not known (cannot be estimated from the available data). within each frequency grouping, undesirable effects are presented in order of decreasing seriousness. nervous system disorders: common: faintness/dizziness, headache; uncommon: syncope, vertigo, malaise, drowsiness. eye disorders: uncommon: vision abnormal; not known: intraoperative floppy iris syndrome. cardiac disorders: uncommon: tachycardia, palpitations, hypotension (postural); very rare: new onset, aggravation or recurrence of angina pectoris in patients with pre-existing coronary artery disease; not known: atrial fibrillation. vascular disorders: uncommon: hypotension (postural), flushing. blood and lymphatic system disorders: not known: neutropenia, thrombocytopenia. respiratory, thoracic and mediastinal disorders: uncommon: rhinitis. gastro-intestinal disorders: common: nausea, abdominal pain; uncommon: diarrhoea, dry mouth, vomiting; not known: vomiting. hepatobiliary disorders: frequency unknown: hepatocellular injury, cholestatic liver disease. skin and subcutaneous tissue disorders: uncommon: rash, pruritus; very rare: urticaria, angioedema. reproductive system and breast disorders: frequency unknown: priapism. general disorders and administration site conditions: common: asthenia; uncommon: flushes, oedema, chest pain. ",alfuzosin hydrochloride
