group,indication,Score,drug_class,generic_name
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,cyclophosphamide
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,daunorubicin
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,docetaxel trihydrate
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,doxorubicin hydrochloride
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,epirubicin hydrochloride
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,etoposide
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,fludarabine phosphate
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,gemcitabine
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,hydroxyurea
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,ifosfamide
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,irinotecan hydrochloride
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,lapatinib
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,lorlatinib
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,mercaptopurine
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,mitomycin c
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,nab-paclitaxel [nanoparticle albumin-bound paclitaxel]
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,niraparib
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,oxaliplatin
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,osimertinib
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,pemetrexed
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,ramucirumab
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,temozolomide
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,topotecan
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,vinorelbine tartrate
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,vincristine sulfate
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,vinblastine sulfate
medication,chemotherapy,0.9987558,cytotoxic chemotherapy,venetoclax
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,afatinib dimaleate
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,cabozantinib
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,acalabrutinib
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,nintedanib
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,neratinib
diagnostic_procedure,tyrosine kinase inhibitor,0.974566,tyrosine kinase inhibitor,ponatinib hydrochloride
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",adsorbed tetanus vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",anti-thymocyte globulin
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",atezolizumab
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",clostridium botulinum toxin type a neurotoxin
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",cyclosporine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",covid vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin","diphtheria, tetanus, pertussis, poliomyelitis vaccine"
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin","diphtheria, tetanus, pertussis, hepatitis b, poliomyelitis, influenzae vaccine"
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",diphtheria + pertussis + tetanus [dpt]
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",encephalitis vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",hepatitis b vaccine [rdna]
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",hepatitis b immune globulin
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",hepatitis a vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",haemophilus influenzae type b vaccine [conjugated]
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",human tetanus immunoglobulin
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin","human papillomavirus quadrivalent (types 6, 11, 16, and 18)"
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",human papillomavirus bivalent (types 16 & 18)
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",human immunoglobulin-g [igg]
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",human anti-d immunoglobulins
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",inactivated polio vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",inactivated influenza vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",inactivated hepatitis a vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",measles and rubella
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",meningococcal polysaccharide vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",meningococcal conjugate vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",oral polio vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",oral cholera vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",polysaccharide pneumococcal vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",polysaccharide diphtheria toxoid conjugate vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",rabies immunoglobulin
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",rabies vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",rotavirus vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",snake venom antiserum
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",tetanus antitoxin [equine]
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",typhoid polysaccharide vaccine
diagnostic_procedure,vaccines,0.95538664,"vaccines, anti-sera & immunoglobulin",varicella virus vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",adsorbed tetanus vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",anti-thymocyte globulin
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",atezolizumab
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",clostridium botulinum toxin type a neurotoxin
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",cyclosporine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",covid vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin","diphtheria, tetanus, pertussis, poliomyelitis vaccine"
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin","diphtheria, tetanus, pertussis, hepatitis b, poliomyelitis, influenzae vaccine"
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",diphtheria + pertussis + tetanus [dpt]
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",encephalitis vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",hepatitis b vaccine [rdna]
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",hepatitis b immune globulin
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",hepatitis a vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",haemophilus influenzae type b vaccine [conjugated]
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",human tetanus immunoglobulin
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin","human papillomavirus quadrivalent (types 6, 11, 16, and 18)"
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",human papillomavirus bivalent (types 16 & 18)
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",human immunoglobulin-g [igg]
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",human anti-d immunoglobulins
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",inactivated polio vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",inactivated influenza vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",inactivated hepatitis a vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",measles and rubella
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",meningococcal polysaccharide vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",meningococcal conjugate vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",oral polio vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",oral cholera vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",polysaccharide pneumococcal vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",polysaccharide diphtheria toxoid conjugate vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",rabies immunoglobulin
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",rabies vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",rotavirus vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",snake venom antiserum
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",tetanus antitoxin [equine]
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",typhoid polysaccharide vaccine
diagnostic_procedure,anti - sera,0.9829714,"vaccines, anti-sera & immunoglobulin",varicella virus vaccine
therapeutic_procedure,supplements,0.9513062,supplements & adjuvant therapy,coenzyme q10 [ubidecarenone]
therapeutic_procedure,supplements,0.9513062,supplements & adjuvant therapy,garlic oil
therapeutic_procedure,supplements,0.9513062,supplements & adjuvant therapy,astaxanthin
therapeutic_procedure,supplements,0.9513062,supplements & adjuvant therapy,"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]"
therapeutic_procedure,therapy,0.56243646,supplements & adjuvant therapy,coenzyme q10 [ubidecarenone]
therapeutic_procedure,therapy,0.56243646,supplements & adjuvant therapy,garlic oil
therapeutic_procedure,therapy,0.56243646,supplements & adjuvant therapy,astaxanthin
therapeutic_procedure,therapy,0.56243646,supplements & adjuvant therapy,"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]"
detailed_description,chronic,0.9996749,drugs used in chronic kidney dialysis,amino acid + calcium
detailed_description,chronic,0.9996749,drugs used in chronic kidney dialysis,lanthanum carbonate
biological_structure,kidney,0.99616665,drugs used in chronic kidney dialysis,amino acid + calcium
biological_structure,kidney,0.99616665,drugs used in chronic kidney dialysis,lanthanum carbonate
therapeutic_procedure,dialysis,0.9808678,drugs used in chronic kidney dialysis,amino acid + calcium
therapeutic_procedure,dialysis,0.9808678,drugs used in chronic kidney dialysis,lanthanum carbonate
detailed_description,parent,0.7965905,parenteral nutritional preparations,amino acid
detailed_description,parent,0.7965905,parenteral nutritional preparations,amino acid + glucose + electrolytes
detailed_description,parent,0.7965905,parenteral nutritional preparations,amino acid + dextrose + eloctrolytes
detailed_description,parent,0.7965905,parenteral nutritional preparations,amino acid + d-sorbitol + electrolytes
detailed_description,parent,0.7965905,parenteral nutritional preparations,glucose 19% + vamin 18 novum + intralipid 20%
detailed_description,parent,0.7965905,parenteral nutritional preparations,glucose 11% + vamin 18 novum + intralipid 20%
detailed_description,parent,0.7965905,parenteral nutritional preparations,human milk based amino acid
detailed_description,parent,0.7965905,parenteral nutritional preparations,intravenous fat emulsion
detailed_description,parent,0.7965905,parenteral nutritional preparations,sodium chloride + dextrose
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,amino acid
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,amino acid + glucose + electrolytes
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,amino acid + dextrose + eloctrolytes
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,amino acid + d-sorbitol + electrolytes
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,glucose 19% + vamin 18 novum + intralipid 20%
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,glucose 11% + vamin 18 novum + intralipid 20%
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,human milk based amino acid
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,intravenous fat emulsion
diagnostic_procedure,nutritional,0.84982705,parenteral nutritional preparations,sodium chloride + dextrose
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,amino acid
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,amino acid + glucose + electrolytes
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,amino acid + dextrose + eloctrolytes
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,amino acid + d-sorbitol + electrolytes
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,glucose 19% + vamin 18 novum + intralipid 20%
therapeutic_procedure,preparations,0.59250087,parenteral nutritional preparations,glucose 11% + vamin 18 novum + intralipid 20%
