generic_name,cases,head,singular_case,main_generic_name
darbepoetin alfa,anemia associated with chronic renal failure,kidney disease,anemia associated with chronic renal failure,darbepoetin alfa
darbepoetin alfa,"anemia, chemotherapy induced",anemia,"anemia, chemotherapy induced",darbepoetin alfa
darifenacin,overactive bladder,bladder,overactive bladder,darifenacin
darifenacin,urinary incontinence,specific urinary,urinary incontinence,darifenacin
dasatinib,acute lymphoblastic leukemia,leukemia,acute lymphoblastic leukemia,dasatinib
dasatinib,chronic myelogenous leukemia,leukemia,chronic myelogenous leukemia,dasatinib
dasatinib,leukemia,leukemia,leukemia,dasatinib
dehydroepiandrosterone,dietary supplementation,dietary supplementation,dietary supplementation,dehydroepiandrosterone
denosumab,giant cell tumor of bone,tumor,giant cell tumor of bone,denosumab
denosumab,hypercalcemia of malignancy,calcemia,hypercalcemia of malignancy,denosumab
denosumab,osteolytic bone metastases of solid tumors,tumor,osteolytic bone metastases of solid tumors,denosumab
denosumab,osteoporosis,arthritis,osteoporosis,denosumab
desloratadine,allergic rhinitis,allergic,allergic rhinitis,desloratadine
desloratadine,urticaria,urticaria,urticaria,desloratadine
desonide,atopic dermatitis,skin,atopic dermatitis,desonide
desonide,dermatitis,skin,dermatitis,desonide
desonide,eczema,skin,eczema,desonide
desonide,psoriasis,skin,psoriasis,desonide
desoximetasone,atopic dermatitis,skin,atopic dermatitis,desoximetasone
desoximetasone,dermatitis,skin,dermatitis,desoximetasone
desoximetasone,eczema,skin,eczema,desoximetasone
desoximetasone,psoriasis,skin,psoriasis,desoximetasone
desvenlafaxine,adhd,autism,adhd,desvenlafaxine
desvenlafaxine,anxiety,anxiety,anxiety,desvenlafaxine
desvenlafaxine,bipolar disorder,bipolar disorder,bipolar disorder,desvenlafaxine
desvenlafaxine,depression,anxiety,depression,desvenlafaxine
desvenlafaxine,fibromyalgia,muscular,fibromyalgia,desvenlafaxine
desvenlafaxine,depression,anxiety,depression,desvenlafaxine
desvenlafaxine,obesity,obesity,obesity,desvenlafaxine
desvenlafaxine,panic disorder,anxiety,panic disorder,desvenlafaxine
desvenlafaxine,post traumatic stress disorder,anxiety,post traumatic stress disorder,desvenlafaxine
desvenlafaxine,postmenopausal symptoms,postmenopausal symptoms,postmenopausal symptoms,desvenlafaxine
dexamethasone,addison's disease,addison's disease,addison's disease,dexamethasone
dexamethasone,allergic rhinitis,allergic,allergic rhinitis,dexamethasone
dexamethasone,asthma,asthma,asthma,dexamethasone
dexamethasone,atopic dermatitis,skin,atopic dermatitis,dexamethasone
dexamethasone,cerebral edema,nervous system,cerebral edema,dexamethasone
dexamethasone,croup,infection,croup,dexamethasone
dexamethasone,dermatitis herpetiformis,skin,dermatitis herpetiformis,dexamethasone
dexamethasone,eczema,skin,eczema,dexamethasone
dexamethasone,inflammatory conditions,inflammation,inflammatory conditions,dexamethasone
dexamethasone,lymphoma,lymphoma,lymphoma,dexamethasone
dexamethasone,macular edema,edema,macular edema,dexamethasone
dexamethasone,multiple myeloma,multiple myeloma,multiple myeloma,dexamethasone
dexamethasone,multiple sclerosis,sclerosis,multiple sclerosis,dexamethasone
dexamethasone,"nausea/vomiting, chemotherapy induced",nausea,"nausea/vomiting, chemotherapy induced",dexamethasone
dexlansoprazole,barrett's esophagus,barrett's esophagus,barrett's esophagus,dexlansoprazole
dexlansoprazole,erosive esophagitis,gastroenteritis,erosive esophagitis,dexlansoprazole
dexlansoprazole,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease,dexlansoprazole
dexlansoprazole,gerd,gastroenteritis,gerd,dexlansoprazole
dexpanthenol,dry skin,skin,dry skin,dexpanthenol
diazepam,alcohol withdrawal,alcohol,alcohol withdrawal,diazepam
diazepam,anxiety,anxiety,anxiety,diazepam
diazepam,borderline personality disorder,mental,borderline personality disorder,diazepam
diazepam,endoscopy or radiology premedication,endoscopy or radiology premedication,endoscopy or radiology premedication,diazepam
diazepam,icu agitation,agitation,icu agitation,diazepam
diazepam,light anesthesia,anesthesia,light anesthesia,diazepam
diazepam,light sedation,light sedation,light sedation,diazepam
diazepam,meniere's disease,meniere's disease,meniere's disease,diazepam
diazepam,muscle spasm,muscular,muscle spasm,diazepam
diazepam,night terrors,anxiety,night terrors,diazepam
diazepam,seizure prevention,seizure,seizure prevention,diazepam
diazepam,seizure,seizure,seizure,diazepam
diazepam,status epilepticus,crohn's disease,status epilepticus,diazepam
diazepam,temporomandibular joint disorder,joint disorders,temporomandibular joint disorder,diazepam
diazepam,tetanus,tetanus,tetanus,diazepam
diazoxide,hypoglycemia,hypoglycemia,hypoglycemia,diazoxide
diclofenac potassium,gout,arthritis,gout,diclofenac potassium
diclofenac sodium,gout,arthritis,gout,diclofenac sodium
difluprednate,postoperative ocular inflammation,inflammation,postoperative ocular inflammation,difluprednate
difluprednate,uveitis,uveitis,uveitis,difluprednate
digoxin,atrial fibrillation,heart diseases,atrial fibrillation,digoxin
digoxin,heart failure,heart diseases,heart failure,digoxin
dulaglutide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",dulaglutide
dutasteride,benign prostatic hyperplasia,lymphoma,benign prostatic hyperplasia,dutasteride
echinacea,cold symptoms,cold-cough-fever,cold symptoms,echinacea
echinacea,condylomata acuminata,condylomata acuminata,condylomata acuminata,echinacea
efavirenz,hiv infection,infection,hiv infection,efavirenz
efavirenz,nonoccupational exposure,nonoccupational exposure,nonoccupational exposure,efavirenz
eluxadoline,irritable bowel syndrome,bowel function,irritable bowel syndrome,eluxadoline
empagliflozin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",empagliflozin
enalapril maleate,hypertension,hypertension,hypertension,enalapril maleate
entacapone,parkinson's disease,parkinsonism,parkinson's disease,entacapone
eplerenone,hypertension,hypertension,hypertension,eplerenone
eplerenone,hypertension,hypertension,hypertension,eplerenone
erlotinib,non-small cell lung cancer,lymphoma,non-small cell lung cancer,erlotinib
erlotinib,pancreatic cancer,lymphoma,pancreatic cancer,erlotinib
esomeprazole,barrett's esophagus,barrett's esophagus,barrett's esophagus,esomeprazole
esomeprazole,duodenal ulcer prophylaxis,ulcer,duodenal ulcer prophylaxis,esomeprazole
esomeprazole,erosive esophagitis,gastroenteritis,erosive esophagitis,esomeprazole
esomeprazole,gerd,gastroenteritis,gerd,esomeprazole
esomeprazole,helicobacter pylori infection,infection,helicobacter pylori infection,esomeprazole
esomeprazole,nsaid-induced gastric ulcer,gastroenteritis,nsaid-induced gastric ulcer,esomeprazole
estradiol,atrophic urethritis,atrophied,atrophic urethritis,estradiol
estradiol,atrophic vaginitis,atrophied,atrophic vaginitis,estradiol
estradiol,gender dysphoria,certain hereditary disorders,gender dysphoria,estradiol
estradiol,hypoestrogenism,hypoestrogenism,hypoestrogenism,estradiol
estradiol,oophorectomy,oophorectomy,oophorectomy,estradiol
estradiol,osteoporosis,arthritis,osteoporosis,estradiol
estradiol,postmenopausal symptoms,postmenopausal symptoms,postmenopausal symptoms,estradiol
estradiol,primary ovarian failure,ovary,primary ovarian failure,estradiol
eszopiclone,insomnia,anxiety,insomnia,eszopiclone
etanercept,ankylosing spondylitis,arthritis,ankylosing spondylitis,etanercept
etanercept,behcet's disease,behcet's disease,behcet's disease,etanercept
etanercept,juvenile idiopathic arthritis,arthritis,juvenile idiopathic arthritis,etanercept
etanercept,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis,etanercept
etanercept,plaque psoriasis,skin,plaque psoriasis,etanercept
etanercept,psoriasis,skin,psoriasis,etanercept
etanercept,psoriatic arthritis,arthritis,psoriatic arthritis,etanercept
etanercept,rheumatoid arthritis,arthritis,rheumatoid arthritis,etanercept
etanercept,still's disease,inflammation,still's disease,etanercept
ethambutol,"mycobacterium avium-intracellulare, treatment","mycobacterium avium-intracellulare, treatment","mycobacterium avium-intracellulare, treatment",ethambutol
ethosuximide,seizure,seizure,seizure,ethosuximide
etodolac,gout,arthritis,gout,etodolac
etodolac,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis,etodolac
etodolac,osteoarthritis,arthritis,osteoarthritis,etodolac
etodolac,pain,pain,pain,etodolac
etodolac,rheumatoid arthritis,arthritis,rheumatoid arthritis,etodolac
evening primrose oil,chronic fatigue syndrome,nausea,chronic fatigue syndrome,evening primrose oil
evening primrose oil,hot flashes,hot flashes,hot flashes,evening primrose oil
evening primrose oil,premenstrual dysphoric disorder,premenstrual dysphoric disorder,premenstrual dysphoric disorder,evening primrose oil
evening primrose oil,sjogren's syndrome,sjogren's syndrome,sjogren's syndrome,evening primrose oil
everolimus,brain tumor,tumor,brain tumor,everolimus
everolimus,breast cancer,lymphoma,breast cancer,everolimus
everolimus,pancreatic cancer,lymphoma,pancreatic cancer,everolimus
everolimus,renal cell carcinoma,kidney disease,renal cell carcinoma,everolimus
ezetimibe,high cholesterol,cholesterol,high cholesterol,ezetimibe
ezetimibe,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous",ezetimibe
ezetimibe,hypercholesterolemia,cholesterol,hypercholesterolemia,ezetimibe
famciclovir,cold sores,cold-cough-fever,cold sores,famciclovir
famciclovir,"herpes simplex, mucocutaneous/immunocompetent host",infectious,"herpes simplex, mucocutaneous/immunocompetent host",famciclovir
famciclovir,"herpes simplex, suppression",infectious,"herpes simplex, suppression",famciclovir
famciclovir,herpes zoste,herpes zoste,herpes zoste,famciclovir
famciclovir,herpes zoster,herpes zoster,herpes zoster,famciclovir
famotidine,allergic urticaria,allergic,allergic urticaria,famotidine
famotidine,duodenal ulcer,ulcer,duodenal ulcer,famotidine
famotidine,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease,famotidine
famotidine,gerd,gastroenteritis,gerd,famotidine
famotidine,indigestion,gastroenteritis,indigestion,famotidine
famotidine,urticaria,urticaria,urticaria,famotidine
febuxostat,gout,arthritis,gout,febuxostat
fenofibrate,hypercholesterolemia,cholesterol,hypercholesterolemia,fenofibrate
fenofibrate,hyperlipoproteinemia,hyperlipoproteinemia,hyperlipoproteinemia,fenofibrate
fenofibrate,"hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl",fenofibrate
fenofibrate,hypertriglyceridemia,hypertriglyceridemia,hypertriglyceridemia,fenofibrate
ferric citrate,hyperphosphatemia of renal failure,kidney disease,hyperphosphatemia of renal failure,ferric citrate
ferrous fumarate,iron deficiency anemia,anemia,iron deficiency anemia,ferrous fumarate
ferrous gluconate,iron deficiency anemia,anemia,iron deficiency anemia,ferrous gluconate
ferrous gluconate,vitamin/mineral supplementation during pregnancy/lactation,specific urinary,vitamin/mineral supplementation during pregnancy/lactation,ferrous gluconate
ferrous sulfate,iron deficiency anemia,anemia,iron deficiency anemia,ferrous sulfate
ferrous sulfate,vitamin/mineral supplementation during pregnancy/lactation,specific urinary,vitamin/mineral supplementation during pregnancy/lactation,ferrous sulfate
filgrastim,neutropenia,neutropenia,neutropenia,filgrastim
filgrastim,neutropenia associated with chemotherapy,neutropenia associated with chemotherapy,neutropenia associated with chemotherapy,filgrastim
flibanserin,hypoactive sexual desire disorder,hypoactive sexual desire disorder,hypoactive sexual desire disorder,flibanserin
fluconazole,candida urinary tract infection,specific urinary,candida urinary tract infection,fluconazole
fluconazole,candidemia,candidiasis,candidemia,fluconazole
fluconazole,esophageal candidiasis,candidiasis,esophageal candidiasis,fluconazole
fluconazole,"onychomycosis, toenail","onychomycosis, toenail","onychomycosis, toenail",fluconazole
fluconazole,oral candidiasis,candidiasis,oral candidiasis,fluconazole
fluconazole,oral thrush,oral & dental,oral thrush,fluconazole
fluconazole,systemic candidiasis,candidiasis,systemic candidiasis,fluconazole
fluconazole,tinea corporis,tinea corporis,tinea corporis,fluconazole
fluconazole,tinea cruris,tinea cruris,tinea cruris,fluconazole
fluconazole,tinea versicol,tinea versicol,tinea versicol,fluconazole
fluconazole,ungal pneumonia,pneumonia,ungal pneumonia,fluconazole
fluconazole,vaginal yeast infection,infection,vaginal yeast infection,fluconazole
fluconazole,vulvovaginal candidiasis,candidiasis,vulvovaginal candidiasis,fluconazole
fluorouracil,actinic keratosis,skin,actinic keratosis,fluorouracil
fluorouracil,adenocarcinoma of pancreas,lymphoma,adenocarcinoma of pancreas,fluorouracil
fluorouracil,basal cell carcinoma,basal cell carcinoma,basal cell carcinoma,fluorouracil
fluorouracil,colorectal cancer,lymphoma,colorectal cancer,fluorouracil
fluorouracil,keratosis,skin,keratosis,fluorouracil
fluorouracil,skin cancer,lymphoma,skin cancer,fluorouracil
fluorouracil,warts,warts,warts,fluorouracil
flurazepam,insomnia,anxiety,insomnia,flurazepam
flurbiprofen,back pain,pain,back pain,flurbiprofen
flurbiprofen,gout,arthritis,gout,flurbiprofen
flurbiprofen,period pain,pain,period pain,flurbiprofen
flurbiprofen,rheumatoid arthritis,arthritis,rheumatoid arthritis,flurbiprofen
flurbiprofen,sciatica,pain,sciatica,flurbiprofen
fluvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia,fluvastatin
fluvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident,fluvastatin
folic acid,lic acid deficiency,lic acid deficiency,lic acid deficiency,folic acid
folic acid,vitamin/mineral supplementation and deficiency,vitamin,vitamin/mineral supplementation and deficiency,folic acid
furosemide,edema,edema,edema,furosemide
furosemide,heart failure,heart diseases,heart failure,furosemide
furosemide,hypertension,hypertension,hypertension,furosemide
furosemide,hypercalcemia,calcemia,hypercalcemia,furosemide
furosemide,hypertension,hypertension,hypertension,furosemide
gabapentin,alcohol withdrawal,alcohol,alcohol withdrawal,gabapentin
gabapentin,anxiety,anxiety,anxiety,gabapentin
gabapentin,benign essential trem,benign essential trem,benign essential trem,gabapentin
gabapentin,bipolar disorder,bipolar disorder,bipolar disorder,gabapentin
gabapentin,burning mouth syndrome,burning mouth syndrome,burning mouth syndrome,gabapentin
gabapentin,cough,cold-cough-fever,cough,gabapentin
gabapentin,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy,gabapentin
gabapentin,epilepsy,epilepsy,epilepsy,gabapentin
gabapentin,hot flashes,hot flashes,hot flashes,gabapentin
gabapentin,fibromyalgia,muscular,fibromyalgia,gabapentin
gabapentin,insomnia,anxiety,insomnia,gabapentin
gabapentin,migraine,migraine,migraine,gabapentin
gabapentin,neuropathic pain,neurosis,neuropathic pain,gabapentin
gabapentin,occipital neuralgia,nervous system,occipital neuralgia,gabapentin
gabapentin,pain,pain,pain,gabapentin
gabapentin,peripheral neuropathy,neurosis,peripheral neuropathy,gabapentin
gabapentin,postherpetic neuralgia,nervous system,postherpetic neuralgia,gabapentin
gabapentin,pruritus,skin,pruritus,gabapentin
gabapentin,pudendal neuralgia,nervous system,pudendal neuralgia,gabapentin
gabapentin,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,gabapentin
gabapentin,restless legs syndrome,muscular,restless legs syndrome,gabapentin
gabapentin,small fiber neuropathy,neurosis,small fiber neuropathy,gabapentin
gabapentin,spondylolisthesis,spondylolisthesis,spondylolisthesis,gabapentin
gabapentin,syringomyelia,syringomyelia,syringomyelia,gabapentin
