name,dosage_form,generic_name,strength,manufacturer,price
antif,pediatric drops,amoxicillin trihydrate,125 mg/1.25 ml,rangs pharmaceuticals ltd.,0.0
antif,capsule,amoxicillin trihydrate,500 mg,rangs pharmaceuticals ltd.,6.78
antipro,oral suspension,metronidazole,200 mg/5 ml,rangs pharmaceuticals ltd.,0.0
antiva,tablet,adefovir dipivoxil,10 mg,square pharmaceuticals ltd.,35.24
antazol plus,nasal spray,sodium cromoglicate + xylometazoline hydrochloride,(2.6 mg+0.0325 mg)/spray,square pharmaceuticals ltd.,0.0
antima,powder for suspension,cefixime trihydrate,100 mg/5 ml,jayson pharmaceuticals ltd.,0.0
apagrel,tablet,prasugrel hydrochloride,5 mg,healthcare pharmaceuticals ltd.,12.0
antif ds,powder for suspension,amoxicillin trihydrate,250 mg/5 ml,rangs pharmaceuticals ltd.,0.0
apain-ms,tablet,diclofenac sodium + misoprostol,75 mg+200 mcg,kemiko pharmaceuticals ltd.,11.0
anzitor,tablet,atorvastatin calcium,20 mg,square pharmaceuticals ltd.,20.0
antima,capsule,cefixime trihydrate,200 mg,jayson pharmaceuticals ltd.,30.09
apagrel,tablet,prasugrel hydrochloride,10 mg,healthcare pharmaceuticals ltd.,20.0
anzet,tablet,flupentixol + melitracen,0.5 mg+10 mg,popular pharmaceuticals ltd.,5.0
anxionil,tablet,bromazepam,3 mg,nipro jmi pharma ltd.,5.02
apiban,tablet,apixaban,5 mg,nipro jmi pharma ltd.,25.0
anzitor,tablet,atorvastatin calcium,40 mg,square pharmaceuticals ltd.,28.0
apevit-z,syrup,vitamin b complex + zinc,0,apc pharma ltd.,0.0
apevit-m,pediatric drops,multivitamin [pediatric preparation],0,apc pharma ltd.,0.0
apevit-b,tablet,vitamin b complex,0,apc pharma ltd.,0.4
apetryl,tablet,metronidazole,400 mg,apc pharma ltd.,1.13
anzitor,tablet,atorvastatin calcium,10 mg,square pharmaceuticals ltd.,12.0
apetiz,oral suspension,megestrol acetate,200 mg/5 ml,aristopharma ltd.,0.0
apetiz,tablet,megestrol acetate,160 mg,aristopharma ltd.,23.33
anxio,tablet,bromazepam,3 mg,unimed unihealth pharmaceuticals ltd.,4.5
apegestrol,tablet,megestrol acetate,160 mg,techno drugs ltd.,28.33
apefol tr,capsule (timed release),ferrous sulfate + folic acid + zinc sulfate,150 mg+0.5 mg+61.8 mg,apc pharma ltd.,2.9
apedom,oral suspension,domperidone maleate,5 mg/5 ml,apollo pharmaceutical ltd.,0.0
apocal-dm,tablet,calcium carbonate + vitamin d3 + multimineral,0,apex pharmaceuticals ltd.,5.0
apocal-d,tablet,calcium carbonate [elemental source] + vitamin d3,500 mg+200 iu,apex pharmaceuticals ltd.,5.0
apemilast,tablet,apremilast,30 mg,healthcare pharmaceuticals ltd.,26.67
apnac,tablet,diclofenac sodium,50 mg,supreme pharmaceutical ltd.,0.8
apixan,tablet,apixaban,5 mg,unimed unihealth pharmaceuticals ltd.,20.0
aplex,syrup,vitamin b complex,0,apollo pharmaceutical ltd.,0.0
apitac,tablet,aceclofenac,100 mg,acme laboratories ltd.,4.01
apit,oral suspension,megestrol acetate,200 mg/5 ml,drug international ltd.,0.0
apit,tablet,megestrol acetate,160 mg,drug international ltd.,8.33
apnac sr,capsule (sustained release),diclofenac sodium,100 mg,supreme pharmaceutical ltd.,3.0
apsol,oral paste,amlexanox,5%,square pharmaceuticals ltd.,0.0
apt,tablet,clopidogrel bisulphate,75 mg,sharif pharmaceuticals ltd.,10.03
aproxi,capsule,aprepitant,80 mg,beacon pharmaceuticals ltd.,100.0
aprodex,ophthalmic solution,ciprofloxacin + dexamethasone,0.3%+0.1%,aristopharma ltd.,0.0
apixan,tablet,apixaban,2.5 mg,unimed unihealth pharmaceuticals ltd.,10.0
apixa,tablet,apixaban,2.5 mg,beximco pharmaceuticals ltd.,15.0
aprima,tablet,apremilast,10 mg,incepta pharmaceuticals ltd.,25.0
aprila,tablet,apremilast,30 mg,drug international ltd.,60.0
apresin,tablet,fluphenazine + nortriptyline,0.5 mg+10 mg,beximco pharmaceuticals ltd.,1.05
appras,tablet,prasugrel hydrochloride,10 mg,unimed unihealth pharmaceuticals ltd.,25.0
apozyth,tablet,azithromycin dihydrate,500 mg,apollo pharmaceutical ltd.,30.0
aprocin,powder for suspension,ciprofloxacin,250 mg/5 ml,aristopharma ltd.,0.0
aprocin,tablet,ciprofloxacin,500 mg,aristopharma ltd.,15.0
apoxyclav,powder for suspension,amoxicillin + clavulanic acid,(125 mg+31.25 mg)/5 ml,apex pharmaceuticals ltd.,0.0
apoxy ds,powder for suspension,amoxicillin trihydrate,250 mg/5 ml,apex pharmaceuticals ltd.,0.0
aprima,tablet,apremilast,30 mg,incepta pharmaceuticals ltd.,10.0
aproxi,capsule,aprepitant,40 mg,beacon pharmaceuticals ltd.,50.0
aponia,tablet,nabumetone,750 mg,one pharma ltd.,22.0
aponia,tablet,nabumetone,1000 mg,one pharma ltd.,28.0
apoket,tablet,ketorolac tromethamine,10 mg,apollo pharmaceutical ltd.,10.0
apit,tablet,megestrol acetate,40 mg,drug international ltd.,1.67
aponia,tablet,nabumetone,500 mg,one pharma ltd.,15.0
apimox,capsule,amoxicillin trihydrate,250 mg,apollo pharmaceutical ltd.,3.45
apimox,powder for suspension,amoxicillin trihydrate,125 mg/5 ml,apollo pharmaceutical ltd.,0.0
apidra solostar,sc injection,insulin glulisine,100 unit/ml,synovia pharma plc,0.0
apilac,tablet,ketorolac tromethamine,10 mg,apc pharma ltd.,6.67
apimox,pediatric drops,amoxicillin trihydrate,125 mg/1.25 ml,apollo pharmaceutical ltd.,0.0
apiban,tablet,apixaban,2.5 mg,nipro jmi pharma ltd.,15.0
apeclo,tablet,aceclofenac,100 mg,apex pharmaceuticals ltd.,3.0
apidra,sc injection,insulin glulisine,100 unit/ml,synovia pharma plc,160.0
apeclo sr,tablet (sustained release),aceclofenac,200 mg,apex pharmaceuticals ltd.,5.0
apedom,tablet,domperidone maleate,10 mg,apollo pharmaceutical ltd.,2.0
apcetrim,oral suspension,sulphamethoxazole + trimethoprim,(200 mg+40 mg)/5 ml,apc pharma ltd.,0.0
apcard,tablet,atenolol,50 mg,apc pharma ltd.,0.75
anxicon,tablet,flupentixol + melitracen,0.5 mg+10 mg,veritas pharmaceuticals ltd.,5.01
apilast,tablet,apremilast,10 mg,labaid pharma ltd.,25.0
apalene,cream,adapalene,0.1%,incepta pharmaceuticals ltd.,0.0
anvert,tablet,meclizine + pyridoxine,25 mg+50 mg,orion pharma ltd.,3.01
anuva,tablet,diclofenac potassium,50 mg,novartis (bangladesh) ltd.,8.02
anustat,ointment,cinchocaine + hydrocortisone + neomycin + esculin,(5 mg+5 mg+10 mg+10 mg)/gm,beximco pharmaceuticals ltd.,0.0
apcetrim,tablet,sulphamethoxazole + trimethoprim,400 mg+80 mg,apc pharma ltd.,0.0
anulid,tablet,linezolid,400 mg,healthcare pharmaceuticals ltd.,10.0
antrin,tablet,cetirizine hydrochloride,10 mg,central pharmaceuticals ltd.,2.5
anulid,tablet,linezolid,600 mg,healthcare pharmaceuticals ltd.,1.67
antrenyl,tablet,oxyphenonium bromide,5 mg,sandoz (a novartis division),4.0
antrenex,tablet,oxyphenonium bromide,5 mg,opsonin pharma ltd.,1.25
apaluda,tablet,apalutamide,60 mg,beacon pharmaceuticals ltd.,0.0
anxino,tablet,flupentixol + melitracen,0.5 mg+10 mg,everest pharmaceuticals ltd.,5.0
antoris mr,tablet (modified release),trimetazidine dihydrochloride,35 mg,opsonin pharma ltd.,7.0
aparkin,capsule,levodopa + benserazide,200 mg+50 mg,ziska pharmaceuticals ltd.,18.0
apcocid,chewable tablet,aluminium hydroxide + magnesium hydroxide,250 mg+400 mg,supreme pharmaceutical ltd.,0.5
apdox,capsule,doxycycline hydrochloride,100 mg,apex pharmaceuticals ltd.,1.5
apidone,tablet,domperidone maleate,10 mg,team pharmaceuticals ltd.,3.0
aparkin,capsule,levodopa + benserazide,50 mg+12.5 mg,ziska pharmaceuticals ltd.,8.0
apidone,oral suspension,domperidone maleate,5 mg/5 ml,team pharmaceuticals ltd.,0.0
apirent,topical solution,aluminium chloride hexahydrate,20%,opsonin pharma ltd.,0.0
aparkin,capsule,levodopa + benserazide,100 mg+25 mg,ziska pharmaceuticals ltd.,12.0
apoxy,powder for suspension,amoxicillin trihydrate,125 mg/5 ml,apex pharmaceuticals ltd.,0.0
antox,tablet,betacarotene + vitamin c + vitamin e,6 mg+200 mg+50 mg,acme laboratories ltd.,2.55
antogin er,tablet (extended release),ranolazine,500 mg,renata limited,16.0
appras,tablet,prasugrel hydrochloride,5 mg,unimed unihealth pharmaceuticals ltd.,14.0
apozyth,powder for suspension,azithromycin dihydrate,200 mg/5 ml,apollo pharmaceutical ltd.,0.0
apoxyclav,tablet,amoxicillin + clavulanic acid,500 mg+125 mg,apex pharmaceuticals ltd.,25.0
apoxy,capsule,amoxicillin trihydrate,500 mg,apex pharmaceuticals ltd.,7.5
antuss plus,syrup,guaifenesin + levomenthol + diphenhydramine,(100 mg+1.1 mg+14 mg)/5 ml,gaco pharmaceuticals ltd.,0.0
aprila,tablet,apremilast,10 mg,drug international ltd.,25.0
apitone,syrup,ferrous sulfate,200 mg/5 ml,apollo pharmaceutical ltd.,0.0
apn,iv infusion,sodium chloride + dextrose,0.225%+10%,opso saline limited,0.0
apodin,solution,povidone iodine,10% w/v,globe pharmaceuticals ltd.,0.0
apemeg,tablet,megestrol acetate,160 mg,renata limited,75.0
aphrin,capsule,cephradine,500 mg,apex pharmaceuticals ltd.,12.0
anxirel,tablet,bromazepam,3 mg,novo healthcare and pharma ltd.,4.01
aprocin,ophthalmic ointment,ciprofloxacin,0.3%,aristopharma ltd.,0.0
apemilast,tablet,apremilast,10 mg,healthcare pharmaceuticals ltd.,25.0
apodin,ointment,povidone iodine,5% w/w,globe pharmaceuticals ltd.,0.0
apain-tr,capsule (timed release),diclofenac sodium,100 mg,kemiko pharmaceuticals ltd.,3.01
anzole,tablet,metronidazole,400 mg,monicopharma ltd.,1.15
apain plus,im injection,diclofenac sodium + lidocaine hydrochloride,(75 mg+20 mg)/2 ml,kemiko pharmaceuticals ltd.,15.05
apetryl,oral suspension,metronidazole,200 mg/5 ml,apc pharma ltd.,0.0
antanil plus,chewable tablet,aluminium hydroxide + magnesium hydroxide + simethicone,400 mg+400 mg+30 mg,ibn sina pharmaceuticals ltd.,1.5
apimox,capsule,amoxicillin trihydrate,500 mg,apollo pharmaceutical ltd.,6.8
antepsin,tablet,sucralfate,1000 mg,kemiko pharmaceuticals ltd.,5.52
apixa,tablet,apixaban,5 mg,beximco pharmaceuticals ltd.,25.0
apevit-b,syrup,vitamin b complex,0,apc pharma ltd.,0.0
arbilon,tablet,losartan potassium,50 mg,novatek pharmaceuticals ltd.,7.0
arbecin,iv injection,carbetocin,100 mcg/ml,renata limited,0.0
arain,tablet,tolfenamic acid,200 mg,opsonin pharma ltd.,10.0
anzole,oral suspension,metronidazole,200 mg/5 ml,monicopharma ltd.,0.0
aquavit,syrup,multivitamin & cod liver oil,0,somatec pharmaceuticals ltd.,0.0
arbitan,tablet,irbesartan,150 mg,opsonin pharma ltd.,12.05
aquacal-dx,tablet,calcium carbonate [algae source] + vitamin d3,600 mg+400 iu,popular pharmaceuticals ltd.,15.0
aquacal-d,tablet,calcium carbonate [algae source] + vitamin d3,500 mg+200 iu,popular pharmaceuticals ltd.,11.0
arbilon plus,tablet,losartan potassium + hydrochlorothiazide,50 mg+12.5 mg,novatek pharmaceuticals ltd.,8.0
apulset,im/iv injection,ondansetron,8 mg/4 ml,aristopharma ltd.,30.0
apulset,oral solution,ondansetron,4 mg/5 ml,aristopharma ltd.,0.0
apuldon,pediatric drops,domperidone maleate,5 mg/ml,aristopharma ltd.,0.0
aptin m,tablet,vildagliptin + metformin hydrochloride,50 mg+850 mg,aci limited,25.0
apulset,tablet,ondansetron,8 mg,aristopharma ltd.,10.0
anti-r,tablet,ranitidine hydrochloride,150 mg,united pharmaceuticals ltd.,2.01
aquafresh,ophthalmic solution,carboxymethylcellulose sodium,1%,popular pharmaceuticals ltd.,0.0
aqua,ophthalmic gel,carboxymethylcellulose sodium + hypromellose,0.25%+0.3%,opso saline limited,0.0
aquatear,ophthalmic solution,povidone iodine,5% v/v,biopharma laboratories ltd.,0.0
aptrim,tablet,sulphamethoxazole + trimethoprim,800 mg+160 mg,apollo pharmaceutical ltd.,0.0
apuldon,oral suspension,domperidone maleate,5 mg/5 ml,aristopharma ltd.,0.0
aptofen,syrup,ketotifen fumarate,1 mg/5 ml,apollo pharmaceutical ltd.,0.0
aptin m,tablet,vildagliptin + metformin hydrochloride,50 mg+500 mg,aci limited,22.0
arafa,tablet,ibuprofen,400 mg,hudson pharmaceuticals ltd.,1.0
arbitan,tablet,irbesartan,75 mg,opsonin pharma ltd.,6.02
aqualax,powder for solution,polyethylene glycol,85 gm,incepta pharmaceuticals ltd.,0.0
aquisol,hand rub,chlorhexidine gluconate + isopropyl alcohol,0.5%+70%,arges life science limited,0.0
aquaphen,syrup,pseudoephedrine + guaiphenasine + triprolidine,(30 mg+100 mg+1.25 mg)/5 ml,incepta pharmaceuticals ltd.,0.0
aptrim,oral suspension,sulphamethoxazole + trimethoprim,(200 mg+40 mg)/5 ml,apollo pharmaceutical ltd.,0.0
araten,tablet,losartan potassium,50 mg,unimed unihealth pharmaceuticals ltd.,8.0
apuldon,tablet,domperidone maleate,10 mg,aristopharma ltd.,3.5
araten plus,tablet,losartan potassium + hydrochlorothiazide,50 mg+12.5 mg,unimed unihealth pharmaceuticals ltd.,8.0
aride,tablet,amisulpride,100 mg,renata limited,30.0
aride,tablet,amisulpride,200 mg,renata limited,50.0
aricarb,iv infusion,carboplatin,10 mg/ml,aristopharma ltd.,0.0
aric,tablet,istradefylline,20 mg,incepta pharmaceuticals ltd.,15.0
ardance-l,tablet,empagliflozin + linagliptin,10 mg+5 mg,pharmacil limited,30.0
arexel,tablet,artemether + lumefantrine,20 mg+120 mg,jayson pharmaceuticals ltd.,17.12
arduan,iv injection,pipecuronium bromide,4 mg/2 ml,"gedeon richter, hungary",136.0
ardance-l,tablet,empagliflozin + linagliptin,25 mg+5 mg,pharmacil limited,6.67
ardance,tablet,empagliflozin,10 mg,pharmacil limited,25.0
argolin,tablet,cabergoline,0.5 mg,opsonin pharma ltd.,80.0
arbium plus,tablet,losartan potassium + hydrochlorothiazide,100 mg+25 mg,asiatic laboratories ltd.,10.0
archi extra,tablet,paracetamol + caffeine,500 mg+65 mg,aexim pharmaceuticals ltd.,1.5
ardance-m,tablet,empagliflozin + metformin hydrochloride,5 mg+500 mg,pharmacil limited,22.0
ardance,tablet,empagliflozin,25 mg,pharmacil limited,11.67
arbium,tablet,losartan potassium,50 mg,asiatic laboratories ltd.,8.0
arbitel plus,tablet,telmisartan + hydrochlorothiazide,80 mg+12.5 mg,aci limited,20.0
arcet,tablet,cetirizine hydrochloride,10 mg,nipro jmi pharma ltd.,2.01
arbitel plus,tablet,telmisartan + hydrochlorothiazide,40 mg+12.5 mg,aci limited,12.5
arbium plus,tablet,losartan potassium + hydrochlorothiazide,50 mg+12.5 mg,asiatic laboratories ltd.,8.0
aristo kid,syrup,multivitamin & multimineral [a-z juniors syrup preparation],0,aristopharma ltd.,0.0
aristo mom,tablet,10 vitamin & 6 mineral [pregnancy and breast feeding formula],0,aristopharma ltd.,3.0
arcet,syrup,cetirizine hydrochloride,5 mg/5 ml,nipro jmi pharma ltd.,0.0
aristo d3,tablet,cholecalciferol [vitamin d3],2000 iu,aristopharma ltd.,2.5
aristo d3,capsule,cholecalciferol [vitamin d3],40000 iu,aristopharma ltd.,35.0
aristo d3,im injection,cholecalciferol [vitamin d3],200000 iu/ml,aristopharma ltd.,0.0
aristen,ophthalmic ointment,clotrimazole,1%,aristopharma ltd.,0.0
arbium,tablet,losartan potassium,100 mg,asiatic laboratories ltd.,12.0
ariproct,suppository,cinchocaine + hydrocortisone + neomycin + esculin,5 mg+5 mg+10 mg+10 mg,aristopharma ltd.,8.0
ariproct,ointment,cinchocaine + hydrocortisone + neomycin + esculin,(5 mg+5 mg+10 mg+10 mg)/gm,aristopharma ltd.,0.0
aritone zi,syrup,iron polymaltose complex + vitamin b complex + zinc,0,incepta pharmaceuticals ltd.,0.0
aritone z,tablet,vitamin b complex + zinc,0,incepta pharmaceuticals ltd.,3.0
aristo d3,capsule,cholecalciferol [vitamin d3],20000 iu,aristopharma ltd.,20.0
aritone,iv infusion,multivitamin [water soluble],0,incepta pharmaceuticals ltd.,0.0
aristo gold,tablet,multivitamin & multimineral [a-z gold preparation],0,aristopharma ltd.,9.0
aristovit m,tablet,multivitamin & multimineral,0,beximco pharmaceuticals ltd.,2.0
aristophen,ophthalmic solution,chloramphenicol,0.5%,aristopharma ltd.,0.0
aristophen,ophthalmic ointment,chloramphenicol,1%,aristopharma ltd.,0.0
aristomox,capsule,amoxicillin trihydrate,250 mg,aristopharma ltd.,4.0
ariprex,oral solution,aripiprazole,5 mg/5 ml,square pharmaceuticals ltd.,0.0
aristofol fe,tablet,ferrous fumarate + folic acid,308 mg+350 mcg,beximco pharmaceuticals ltd.,0.47
aristoplex,syrup,vitamin b complex,0,beximco pharmaceuticals ltd.,0.0
aristodox,capsule,doxycycline hydrochloride,100 mg,aristopharma ltd.,2.2
arbitel am,tablet,amlodipine besilate + telmisartan,5 mg+40 mg,aci limited,12.5
aristocort plus,cream,econazole nitrate + triamcinolone acetonide,1%+0.1%,aristopharma ltd.,0.0
aristoderm,cream,betamethasone + clotrimazole + gentamicin,0.05%+1%+0.1%,aristopharma ltd.,0.0
aristocrom,ophthalmic solution,sodium cromoglicate [2%],2%,aristopharma ltd.,0.0
aristocal m,tablet,calcium carbonate + vitamin d3 + multimineral,0,beximco pharmaceuticals ltd.,5.5
aristobet-n,cream,betamethasone + neomycin sulphate,0.1%+0.5%,aristopharma ltd.,0.0
aristobet-cl,ointment,betamethasone + clotrimazole,0.1%+1%,aristopharma ltd.,0.0
aristo silver,tablet,multivitamin & multimineral [a-z silver preparation],0,aristopharma ltd.,9.0
aristocal,tablet,calcium carbonate [elemental source],500 mg,beximco pharmaceuticals ltd.,4.0
aristocal d,tablet,calcium carbonate [elemental source] + vitamin d3,500 mg+200 iu,beximco pharmaceuticals ltd.,7.0
ariprex,tablet,aripiprazole,2 mg,square pharmaceuticals ltd.,2.0
aristomox,powder for suspension,amoxicillin trihydrate,125 mg/5 ml,aristopharma ltd.,0.0
ariprazole,tablet,aripiprazole,5 mg,general pharmaceuticals ltd.,3.52
ariprazole,tablet,aripiprazole,10 mg,general pharmaceuticals ltd.,5.7
aripra,tablet,aripiprazole,10 mg,incepta pharmaceuticals ltd.,5.7
aripen,tablet,aripiprazole,10 mg,opsonin pharma ltd.,5.02
aripen,tablet,aripiprazole,15 mg,opsonin pharma ltd.,7.03
arinet,tablet,artesunate,50 mg,alco pharma ltd.,10.0
arilol,tablet,carvedilol,25 mg,pacific pharmaceuticals ltd.,8.0
aride,tablet,amisulpride,50 mg,renata limited,20.0
arbitel,tablet,telmisartan,80 mg,aci limited,20.0
arbitel am,tablet,amlodipine besilate + telmisartan,5 mg+80 mg,aci limited,18.0
arilol,tablet,carvedilol,12.5 mg,pacific pharmaceuticals ltd.,5.0
arbitel,tablet,telmisartan,40 mg,aci limited,12.5
arimidex,tablet,anastrozole,1 mg,aci limited,14.29
aripra,oral solution,aripiprazole,5 mg/5 ml,incepta pharmaceuticals ltd.,0.0
ariprex,tablet,aripiprazole,15 mg,square pharmaceuticals ltd.,7.0
arbitan plus,tablet,irbesartan + hydrochlorothiazide,75 mg+12.5 mg,opsonin pharma ltd.,6.03
aristocort,ointment,triamcinolone acetonide,0.1%,aristopharma ltd.,0.0
ariplat,iv infusion,cisplatin,1 mg/ml,aristopharma ltd.,0.0
arbitel,tablet,telmisartan,20 mg,aci limited,7.0
aristobet,cream,betamethasone valerate,0.1%,aristopharma ltd.,0.0
arbitan plus,tablet,irbesartan + hydrochlorothiazide,150 mg+12.5 mg,opsonin pharma ltd.,12.05
aristomox,capsule,amoxicillin trihydrate,500 mg,aristopharma ltd.,7.5
aristomox,pediatric drops,amoxicillin trihydrate,125 mg/1.25 ml,aristopharma ltd.,0.0
aristovit x,tablet,super antioxidant [vitamins & minerals],0,beximco pharmaceuticals ltd.,4.0
arbium plus,tablet,losartan potassium + hydrochlorothiazide,100 mg+12.5 mg,asiatic laboratories ltd.,10.0
arigram,powder for suspension,erythromycin,125 mg/5 ml,central pharmaceuticals ltd.,0.0
aristocort,cream,triamcinolone acetonide,0.1%,aristopharma ltd.,0.0
aristobet,ointment,betamethasone valerate,0.1%,aristopharma ltd.,0.0
aristovit b,tablet,vitamin b complex,0,beximco pharmaceuticals ltd.,0.62
aritone z,syrup,vitamin b complex + zinc,0,incepta pharmaceuticals ltd.,0.0
aristoferon,syrup,ferrous sulfate,200 mg/5 ml,beximco pharmaceuticals ltd.,0.0
ardium,tablet,diosmin + hesperidin,450 mg+50 mg,drug international ltd.,8.0
ariscon,oral suspension,sodium alginate + sodium bicarbonate + calcium carbonate,(500 mg+267 mg+160 mg)/10 ml,aristopharma ltd.,0.0
