generic_name,cases,head,singular_case
epirubicin hydrochloride,involvement,involvement,involvement
epinastine hydrochloride,hydrochloride allergic conditions,allergic,hydrochloride allergic conditions
epalrestat,diabetic,diabetic,diabetic
epalrestat,peripheral neuropathy,peripheral neuropathy,peripheral neuropathy
encephalitis vaccine,encephalitis,encephalitis,encephalitis
empagliflozin,type,type,type
empagliflozin,diabetes mellitus,diabetes,diabetes mellitus
elagolix,pain,pain,pain
elagolix,endometriosis,endometriosis,endometriosis
esomeprazole + amoxicillin + clarithromycin,ulcer,ulcer,ulcer
esomeprazole (mups tablet),reflux disease,reflux disease,reflux disease
esomeprazole,ulcer,ulcer,ulcer
eslicarbazepine acetate,seizure,seizure,seizure
escitalopram oxalate,major depressive episodes,major depressive episodes,major depressive episodes
erythromycin (lotion),infections,infection,infections
erythromycin (oral),infections,infection,infections
ertugliflozin,type,type,type
ertugliflozin,diabetes mellitus,diabetes,diabetes mellitus
ergotamine tartrate + caffeine,headache,headache,headache
ergometrine maleate,bleeding,bleeding,bleeding
erdosteine,symptoms,symptoms,symptoms
ethosuximide,absence,absence,absence
ethosuximide,epilepsy,epilepsy,epilepsy
ethinyl estradiol + gestodene,pregnancy,pregnancy,pregnancy
ethinyl estradiol + drospirenone + levomefolate,prem,prem,prem
ethinyl estradiol + drospirenone (24 tablet),acne vulgaris,acne vulgaris,acne vulgaris
ferrous ascorbate,anemia,anemia,anemia
ferric pyrophosphate citrate,hemodialysis,hemodialysis,hemodialysis
ferric pyrophosphate citrate,chronic kidney disease,chronic kidney disease,chronic kidney disease
fenticonazole nitrate [vaginal tablet],candi,candi,candi
fenticonazole nitrate [vaginal cream],candi,candi,candi
favipiravir,favipiravir,favipiravir,favipiravir
famotidine,zollinger - ellison syndrome,zollinger - ellison syndrome,zollinger - ellison syndrome
everolimus,breast cancer,cancer,breast cancer
etoposide,lung,lung,lung
fluocinolone acetonide,eczema,eczema,eczema
fludrocortisone acetate,adrenocortical insufficiency,adrenocortical insufficiency,adrenocortical insufficiency
flavoxate hydrochloride,cystitis,cystitis,cystitis
ferrous sulfate + folic acid + zinc sulfate,zinc deficiency,zinc deficiency,zinc deficiency
ferrous gluconate,iron,iron,iron
ferrous gluconate,deficiency,deficiency,deficiency
ferrous gluconate,anemia,anemia,anemia
ferrous fumarate + folic acid,folic acid deficiency,folic acid deficiency,folic acid deficiency
ferrous fumarate,iron deficiency,iron deficiency,iron deficiency
ferrous fumarate,anaemia,anaemia,anaemia
fluticasone propionate (nasal spray),systemic activity,systemic activity,systemic activity
flurazepam,restful,restful,restful
flupentixol + melitracen,anxiety,anxiety,anxiety
flupentixol,depression,depression,depression
flupentixol,anxiety,anxiety,anxiety
fluorometholone acetate,conjunctivitis,conjunctivitis,conjunctivitis
fluocinolone acetonide + neomycin sulfate,dermatitis,dermatitis,dermatitis
fusidic acid (ophthalmic),infections,infection,infections
furosemide,fluid,fluid,fluid
furosemide,cardiac failure,cardiac failure,cardiac failure
fosfomycin trometamol,infections,infection,infections
formoterol fumarate,persistent asthma,persistent asthma,persistent asthma
gentamicin sulfate (injection),infections,infection,infections
gatifloxacin (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
gabapentin,seizure,seizure,seizure
fusidic acid + hydrocortisone,dermatitis,dermatitis,dermatitis
fusidic acid + betamethasone,eczema,eczema,eczema
fusidic acid + betamethasone,infections,infection,infections
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,burning,burning,burning
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,irritation,irritation,irritation
glucosamine sulfate + diacerein,osteoarthritis,arthritis,osteoarthritis
glucosamine sulfate + diacerein,rheumatoid arthritis,arthritis,rheumatoid arthritis
gliclazide,diabetes,diabetes,diabetes
gliclazide,diabetes mellitus,diabetes,diabetes mellitus
hepatitis b vaccine [rdna],b vaccine,b vaccine,b vaccine
hepatitis b vaccine [rdna],hepatitis b virus,hepatitis b virus,hepatitis b virus
hartmann's solution,metabolic,metabolic,metabolic
hartmann's solution,acidosis,acidosis,acidosis
hartmann's solution,dehydration,dehydration,dehydration
haloperidol,psychomotor agitation,psychomotor agitation,psychomotor agitation
haloperidol,schizophrenia,schizophrenia,schizophrenia
halobetasol propionate + tazarotene,plaque,plaque,plaque
halobetasol propionate + tazarotene,psoriasis,psoriasis,psoriasis
griseofulvin [microsize],infections,infection,infections
granisetron,nausea,nausea,nausea
granisetron,vomiting,vomiting,vomiting
gramacidin + neomycin + polymixin b,infections,infection,infections
glycopyrronium bromide + formoterol fumarate,obstructive,obstructive,obstructive
glycopyrronium bromide (respirator solution),chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease
hydrogen peroxide,infection,infection,infection
hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,hemor,hemor,hemor
hydrocortisone acetate,dermatitis,dermatitis,dermatitis
hydrocortisone acetate,allergic dermatitis,dermatitis,allergic dermatitis
hydrocortisone acetate,eczema,eczema,eczema
"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",papillomavirus,papillomavirus,papillomavirus
human papillomavirus bivalent (types 16 & 18),human papillomavirus,human papillomavirus,human papillomavirus
ibrutinib,mantle cell lymphoma,mantle cell lymphoma,mantle cell lymphoma
hypromellose + carbomer,tear fluid,tear fluid,tear fluid
hypromellose,hypromellose,hypromellose,hypromellose
hypromellose,discomfort,discomfort,discomfort
hyoscine hydrobromide,nausea,nausea,nausea
hyoscine hydrobromide,vomiting,vomiting,vomiting
hyoscine hydrobromide,motion sickness,temporary sickness,motion sickness
hyoscine hydrobromide,sickness,sickness,sickness
hylan g-f 20,pain,pain,pain
hylan g-f 20,osteoarth,osteoarth,osteoarth
hydroxyurea,hydro,hydro,hydro
hydroxyurea,resistantchron,resistantchron,resistantchron
hydroxyurea,myeloid,myeloid,myeloid
hydroxyurea,leukemia,leukemia,leukemia
hydroquinone,bleaching,bleaching,bleaching
inositol nicotinate,raynaud ' s disease,raynaud ' s disease,raynaud ' s disease
indomethacin (rectal),spondylitis,spondylitis,spondylitis
indomethacin (oral),arthritis,arthritis,arthritis
indapamide + perindopril arginine,hypertension,hypertension,hypertension
indapamide,renal function impairment,renal function impairment,renal function impairment
indacaterol maleate,airflow obstruction,airflow obstruction,airflow obstruction
indacaterol + glycopyrronium,airflow obstruction,airflow obstruction,airflow obstruction
inactivated hepatitis a vaccine,hepatitis,hepatitis,hepatitis
imiquimod,warts,warts,warts
idoxuridine,infection,infection,infection
irbesartan,renal disease,renal disease,renal disease
irbesartan,hypertension,hypertension,hypertension
interferon alfa-2a [recombinant],hepatitis c,hepatitis c,hepatitis c
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes,diabetes insipidus
insulin human [long-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin human [fast-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin degludec + insulin aspart premixed,diabetes mellitus,diabetes,diabetes mellitus
insulin aspart + insulin aspart protamine,diabetes mellitus,diabetes,diabetes mellitus
isotretinoin (topical),acne vulgaris,acne vulgaris,acne vulgaris
isosorbide mononitrate,episode,episode,episode
isopropamide + trifluoperazine,gastrointestinal disorders,gastrointestinal disorders,gastrointestinal disorders
isoniazid,tuberculosis,tuberculosis,tuberculosis
iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies,zinc deficiencies,zinc deficiencies
iron polymaltose complex + folic acid + zinc + vitamin b-complex,deficiency,deficiency,deficiency
iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies,zinc deficiencies,zinc deficiencies
l-lysine hydrochloride,lysine,lysine,lysine
l-lysine hydrochloride,hydroch,hydroch,hydroch
l-lysine hydrochloride,infection,infection,infection
ketotifen fumarate (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
ketorolac tromethamine,pain,pain,pain
ketoprofen (topical),pain,pain,pain
ketoconazole (tablet),infections,infection,infections
ketoconazole (cream),infections,infection,infections
ketamine,skeletal,skeletal,skeletal
kanamycin,infections,infection,infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,consti,consti,consti
ispaghula [psyllium] husk,constipation,constipation,constipation
lanthanum carbonate,renal disease,renal disease,renal disease
lansoprazole,ulcer,ulcer,ulcer
lamivudine + zidovudine,infection,infection,infection
lamivudine [for chronic hepatitis b],hepatitis b,hepatitis b,hepatitis b
lamivudine [for chronic hepatitis b],inflammation,inflammation,inflammation
lactobacillus rhamnosus gg,lactobacillus,lactobacillus,lactobacillus
lactobacillus rhamnosus gg,gg bowel problems,gg bowel problems,gg bowel problems
lactitol monohydrate,encephalopathy,encephalopathy,encephalopathy
lactase,lactose,lactose,lactose
levocarnitine,chronic fatigue syndrome,chronic fatigue syndrome,chronic fatigue syndrome
levocarnitine,heart diseases,heart diseases,heart diseases
levobunolol,glaucom,glaucom,glaucom
lercanidipine hydrochloride,hypertension,hypertension,hypertension
latanoprost,glaucoma,glaucoma,glaucoma
larotrectinib,solid tumors,tumor,solid tumors
linagliptin,diabetes mellitus,diabetes,diabetes mellitus
lifitegrast,lifitegrast,lifitegrast,lifitegrast
levofloxacin hemihydrate,infections,infection,infections
levofloxacin (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
levodopa + carbidopa (fc tablet),motor recovery,motor recovery,motor recovery
loteprednol etabonate,inflammation,inflammation,inflammation
lorazepam,anxiety states,anxiety states,anxiety states
loperamide hydrochloride,diarrhea,diarrhea,diarrhea
loperamide hydrochloride,cramps,cramps,cramps
lomefloxacin (oral),infections,infection,infections
lomefloxacin (ophthalmic),infections,infection,infections
liraglutide,weight - related comorbid condition,weight - related comorbid condition,weight - related comorbid condition
measles and rubella,rubella,rubella,rubella
magnesium sulfate heptahydrate,convulsion,convulsion,convulsion
magnesium oxide,magnesium defciency,magnesium defciency,magnesium defciency
magnesium hydroxide + liquid paraffin,constipation,constipation,constipation
magnesium hydroxide + liquid paraffin,cholecystitis,cholecystitis,cholecystitis
magnesium hydroxide + liquid paraffin,hernia,hernia,hernia
magnesium hydroxide,nausea,nausea,nausea
magaldrate,hyperac,hyperac,hyperac
magaldrate,peptic ulcer,ulcer,peptic ulcer
lynestrenol,poly,poly,poly
lymecycline,sinus,sinus,sinus
lurasidone hydrochloride,depressive,depressive,depressive
lurasidone hydrochloride,episodes,episodes,episodes
lurasidone hydrochloride,bipolar i disorder,bipolar i disorder,bipolar i disorder
lubiprostone,lubiprostone,lubiprostone,lubiprostone
mepyramine maleate,sting,sting,sting
mepyramine maleate,rash,rash,rash
menthol + pramoxine hydrochloride,rash,rash,rash
memantine hydrochloride,alzheimer ' s type,alzheimer ' s type,alzheimer ' s type
meloxicam,meloxicam,meloxicam,meloxicam
mefloquine,infections,infection,infections
mefenamic acid,fever,fever,fever
mefenamic acid,toothache,toothache,toothache
mefenamic acid,headache,headache,headache
mefenamic acid,migraine,migraine,migraine
meclizine hydrochloride,motion,motion,motion
meclizine hydrochloride,vertigo,vertigo,vertigo
mebhydrolin napadisylate,allergic,allergic,allergic
methylprednisolone acetate,contact dermatitis,dermatitis,contact dermatitis
methylergonovine maleate,atony,atony,atony
methimazole,graves ' disease,graves ' disease,graves ' disease
mesalazine [5-aminosalicylic acid],colitis,colitis,colitis
meropenem trihydrate,pneumonia,pneumonia,pneumonia
meropenem trihydrate,infections,infection,infections
misoprostol,ulcer,ulcer,ulcer
mirabegron,mira,mira,mira
mirabegron,over,over,over
minoxidil,minoxidil,minoxidil,minoxidil
minocycline hydrochloride,infection,infection,infection
miglitol,miglitol,miglitol,miglitol
micronised diosmin + hesperidin,hemorrhoidal attacks,hemorrhoidal attacks,hemorrhoidal attacks
miconazole nitrate (oral gel),candidiasis,candidiasis,candidiasis
metronidazole + neomycin sulphate + polymyxin b + nystatin,infections,infection,infections
metronidazole + miconazole nitrate,candidiasis,candidiasis,candidiasis
metronidazole,amoebiasis,amoebiasis,amoebiasis
multivitamin [adult preparation],vitamin deficiencies,vitamin deficiencies,vitamin deficiencies
mucopolysaccharide polysulphate + salicylic acid,anti - inflammatory,anti - inflammatory,anti - inflammatory
moxonidine,high blood,high blood,high blood
moxifloxacin hydrochloride + xanthan gum,bacterial,bacterial,bacterial
moxifloxacin hydrochloride + xanthan gum,conjunctivitis,conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (tablet),bacterial sinusitis,bacterial sinusitis,bacterial sinusitis
moxifloxacin hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (injection),infections,infection,infections
montelukast sodium,asthma,asthma,asthma
monosemicarbazone adrenochrome,bleeding,bleeding,bleeding
mycophenolate mofetil,lupus nephritis,lupus nephritis,lupus nephritis
multivitamin & multimineral [a-z silver preparation],mineral deficiencies,mineral deficiencies,mineral deficiencies
multivitamin & multimineral [a-z juniors syrup preparation],vitamin and minerals,vitamin and minerals,vitamin and minerals
nelfinavir,infection,infection,infection
nefopam hydrochloride,pain,pain,pain
nebivolol + hydrochlorothiazide,hypertension,hypertension,hypertension
naphazoline + pheniramine,conjunctivitis,conjunctivitis,conjunctivitis
naloxone hydrochloride,overdosage,overdosage,overdosage
nalidixic acid,nalidixic,nalidixic,nalidixic
nalidixic acid,acid,acid,acid
nalidixic acid,infection,infection,infection
naftidrofuryl oxalate,peripheral vascular disorders,peripheral vascular disorders,peripheral vascular disorders
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],lung cancer,cancer,lung cancer
nintedanib,cancer,cancer,cancer
nimesulide,extra - articular disorders,extra - articular disorders,extra - articular disorders
nilotinib,renal cell carcinoma,renal cell carcinoma,renal cell carcinoma
nifedipine,renal hypertension,renal hypertension,renal hypertension
netarsudil dimesylate,glaucoma,glaucoma,glaucoma
netarsudil dimesylate,ocular hypertension,ocular hypertension,ocular hypertension
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),infections,infection,infections
nystatin (oral),candidiasis,candidiasis,candidiasis
norethisterone acetate,metro,metro,metro
norethisterone acetate,hemorrhagic,hemorrhagic,hemorrhagic
norepinephrine,cardiac arrest,cardiac arrest,cardiac arrest
nitroglycerin (sublingual spray),attack,attack,attack
nitroglycerin (sublingual spray),prop,prop,prop
nitroglycerin (iv infusion),hypertension,hypertension,hypertension
nitrofurazone,infectious conditions,infectious conditions,infectious conditions
nitrofurantoin,infections,infection,infections
nitazoxanide,diarrhea,diarrhea,diarrhea
oral rehydration salt [powder],age groups,age groups,age groups
oral rehydration salt [flavored],diarrhea,diarrhea,diarrhea
oral polio vaccine,poliomyelitis,poliomyelitis,poliomyelitis
omeprazole (mups tablet),ulcer,ulcer,ulcer
omeprazole,ulcer,ulcer,ulcer
olopatadine hydrochloride (ophthalmic),itching,itching,itching
olopatadine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
olaparib,breast cancer,cancer,breast cancer
olanzapine,psychotic features,psychotic features,psychotic features
ofloxacin + clotrimazole + beclomethasone + lidocaine,infections,infection,infections
ofloxacin (oral & injection),infections,infection,infections
ofloxacin (ophthalmic),infections,infection,infections
octreotide acetate,carcinoid tumors,tumor,carcinoid tumors
oxytetracycline + polymixin b sulphate,ocular,ocular,ocular
oxytetracycline + polymixin b sulphate,infections,infection,infections
oxytetracycline,infections,infection,infections
oxyphencyclimine hydrochloride,peptic ulcer,ulcer,peptic ulcer
oxymetazoline hydrochloride (cream),rosacea,rosacea,rosacea
oxybuprocaine hydrochloride,numb,numb,numb
oxiconazole nitrate,infections,infection,infections
oxaprozin,symptoms,symptoms,symptoms
oxaliplatin,colon cancer,cancer,colon cancer
ornidazole,infections,infection,infections
orlistat,obese,obese,obese
pefloxacin mesylate dihydrate,septicemia,septicemia,septicemia
parecoxib,pain,pain,pain
paracetamol+tramadolhydrochloride,pain,pain,pain
paracetamol + caffeine,headache,headache,headache
paracetamol (iv infusion),pain,pain,pain
pantoprazole sodium sesquihydrate,acid secretion,acid secretion,acid secretion
paracetamol,common cold,common cold,common cold
paracetamol,influenza,influenza,influenza
pancreatin,pancreatitis,pancreatitis,pancreatitis
pancreatin,cystic fibrosis,cystic fibrosis,cystic fibrosis
paliperidone palmitate,schizophrenia,schizophrenia,schizophrenia
phenoxymethyl penicillin [penicillin v],bacterial,bacterial,bacterial
phenoxymethyl penicillin [penicillin v],infections,infection,infections
pheniramine maleate,skin conditions,skin conditions,skin conditions
permethrin + crotamiton,pruritus,pruritus,pruritus
perindopril arginine,heart failure,heart failure,heart failure
pentoxifylline,peripheral arterial occlusive disease,peripheral arterial occlusive disease,peripheral arterial occlusive disease
pentosan polysulfate sodium,cystitis,cystitis,cystitis
pentazocine hydrochloride,pain,pain,pain
pemirolast potassium,conjunctivitis,conjunctivitis,conjunctivitis
peginterferon alfa-2a [pegylated interferon alfa-2a],hepatitis b,hepatitis b,hepatitis b
podophyllotoxin,warts,warts,warts
pizotifen,migraine,migraine,migraine
pivmecillinam,infections,infection,infections
piperacillin + tazobactam,infections,infection,infections
pioglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus
pimavanserin,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
pilocarpine hydrochloride (ophthalmic),hypertension,hypertension,hypertension
pholcodine,dry cough,dry cough,dry cough
prednisolone,hypersensitivity reactions,hypersensitivity reactions,hypersensitivity reactions
pramoxine hydrochloride + calamine,pain,pain,pain
pramoxine hydrochloride + calamine,burns,burns,burns
pramipexole,restless legs,restless legs,restless legs
pramipexole,syndrome,syndrome,syndrome
pralidoxime chloride,poisoning,poisoning,poisoning
potassium citrate,acid,acid,acid
potassium citrate,calcium stones,calcium stones,calcium stones
potassium chloride,potassium deficit,potassium deficit,potassium deficit
polymyxin b sulfate,infections,infection,infections
polyethylene glycol 3350 + electrolytes,fecal impaction,fecal impaction,fecal impaction
propantheline bromide,peptic,peptic,peptic
propantheline bromide,ulcer,ulcer,ulcer
promethazine hydrochloride (injection),allergic,allergic,allergic
progesterone (capsule),abortion,abortion,abortion
procyclidine hydrochloride,parkinsonian syndrome,parkinsonian syndrome,parkinsonian syndrome
probiotic combination [9 billion],problems,problems,problems
probiotic combination [10 billion],constipation,constipation,constipation
prednisolone acetate,inflammation,inflammation,inflammation
rabeprazole sodium,ulcer,ulcer,ulcer
quinine sulfate,malaria,malaria,malaria
pyridoxine hydrochloride + doxylamine succinate,nausea,nausea,nausea
pyridoxine hydrochloride + doxylamine succinate,vomiting,vomiting,vomiting
pyridoxine hydrochloride + doxylamine succinate,pregnancy,pregnancy,pregnancy
pyridoxine hydrochloride,certain hereditary disorders,certain hereditary disorders,certain hereditary disorders
prucalopride succinate,relief,relief,relief
protamine crystallised insulin aspart,diabetes mellitus,diabetes,diabetes mellitus
propylthiouracil,graves ' disease,graves ' disease,graves ' disease
propylthiouracil,hyperthyroidism,hyperthyroidism,hyperthyroidism
propranolol hydrochloride,migraine,migraine,migraine
relugolix,prostate cancer,cancer,prostate cancer
regorafenib,color,color,color
rasagiline,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
rivastigmine tartrate,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
ritodrine hydrochloride,premature labour,premature labour,premature labour
risperidone (injection),schizophrenia,schizophrenia,schizophrenia
rimexolone,inflammation,inflammation,inflammation
riluzole,sclerosis,sclerosis,sclerosis
rifaximin,e. coli,e. coli,e. coli
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis,tuberculosis,tuberculosis
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis,pulmonary tuberculosis,pulmonary tuberculosis
rifampicin + isoniazid,tuberculosis,tuberculosis,tuberculosis
salicylic acid,blackheads,blackheads,blackheads
salicylic acid,redness,redness,redness
salbutamol (inhaler),induced asthma,induced asthma,induced asthma
rupatadine fumarate,allergic,allergic,allergic
rupatadine fumarate,rhinitis,rhinitis,rhinitis
roxithromycin,infections,infection,infections
roxithromycin,micro,micro,micro
roxadustat,anemia,anemia,anemia
roxadustat,kidney disease,kidney disease,kidney disease
rosiglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus
ropinirole,restless legs,restless legs,restless legs
ropinirole,syndrome,syndrome,syndrome
sildenafil citrate,citrate erectile dysfunction,citrate erectile dysfunction,citrate erectile dysfunction
sevelamer hydrochloride,renal disease,renal disease,renal disease
sertaconazole nitrate,infections,infection,infections
semaglutide (tablet),type,type,type
semaglutide (tablet),diabetes mellitus,diabetes,diabetes mellitus
selexipag,pulmonary arterial hypertension,pulmonary arterial hypertension,pulmonary arterial hypertension
secukinumab,plaque,plaque,plaque
secukinumab,psoriasis,psoriasis,psoriasis
saxagliptin,saxag,saxag,saxag
salmon calcitonin,paget ' s disease,paget ' s disease,paget ' s disease
sodium chloride + dextrose,vomiting,vomiting,vomiting
sodium chloride (nasal preparation),cold,cold,cold
sodium alginate + sodium bicarbonate + calcium carbonate,epigastric,epigastric,epigastric
sodium alginate + sodium bicarbonate + calcium carbonate,retro,retro,retro
sitagliptin,diabetes insipidus,diabetes,diabetes insipidus
solifenacin succinate,overactive,overactive,overactive
solifenacin succinate,bladder syndrome,bladder syndrome,bladder syndrome
sofosbuvir + velpatasvir,cirrhosis,cirrhosis,cirrhosis
sodium valproate,epilepsy,epilepsy,epilepsy
sodium stibogluconate,cancer,cancer,cancer
sodium stibogluconate,tumors,tumor,tumors
sodium stibogluconate,solid tumors,tumor,solid tumors
sodium hyaluronate (ophthalmic),dry eye,dry eye,dry eye
sodium fusidate (topical),infections,infection,infections
sodium fluoride (mouthwash),antiseptic,antiseptic,antiseptic
sulfasalazine,arthritis,arthritis,arthritis
sulfacetamide sodium,infections,infection,infections
streptokinase,pain,pain,pain
spiramycin,infections,infection,infections
tazarotene,plaque,plaque,plaque
tapentadol hydrochloride,pain,pain,pain
tamsulosin hydrochloride,prostatic hyperplasia,prostatic hyperplasia,prostatic hyperplasia
tamoxifen citrate,breast cancer,cancer,breast cancer
tafluprost,glaucoma,glaucoma,glaucoma
super antioxidant [vitamins & minerals],cancer,cancer,cancer
sumatriptan,headache,headache,headache
sulphonated surfactant,conditions,conditions,conditions
testosterone undecanoate,unable to produce enough on its,unable to produce enough on its,unable to produce enough on its
testosterone decanoate,spermatogenic disorders,spermatogenic disorders,spermatogenic disorders
terlipressin acetate,bleeding,bleeding,bleeding
terlipressin acetate,varices,varices,varices
terfenadine,skin disorders,skin disorders,skin disorders
terbinafine hydrochloride,tinea capitis,tinea capitis,tinea capitis
tenofovir disoproxil fumarate,hepatitis b virus,hepatitis b virus,hepatitis b virus
tenofovir disoproxil fumarate,infection,infection,infection
tenofovir alafenamide,liver disease,liver disease,liver disease
temozolomide,temozolomide,temozolomide,temozolomide
temozolomide,glioblastoma,glioblastoma,glioblastoma
temozolomide,multiforme,multiforme,multiforme
teicoplanin,infections,infection,infections
teicoplanin,streptococci,streptococci,streptococci
tegaserod,constipation,constipation,constipation
timolol maleate,ocular hypertension,ocular hypertension,ocular hypertension
timolol maleate,glaucoma,glaucoma,glaucoma
tigecycline,infections,infection,infections
tiemonium methylsulphate,pain,pain,pain
tiemonium methylsulphate,functional disorders,functional disorders,functional disorders
ticagrelor,coronary syndromes,coronary syndromes,coronary syndromes
thiotepa,thiotepa,thiotepa,thiotepa
thiamine hydrochloride,encephalopathy,encephalopathy,encephalopathy
theophylline,theophylline,theophylline,theophylline
thalidomide,thalidomide,thalidomide,thalidomide
tetracycline hydrochloride (topical),infection,infection,infection
tetracycline hydrochloride (oral),infections,infection,infections
tetracycline hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
tramadol hydrochloride,painful conditions,painful conditions,painful conditions
tolterodine tartrate,urge,urge,urge
tolfenamic acid,pain,pain,pain
tolfenamic acid,fever,fever,fever
tobramycin (ophthalmic),infections,infection,infections
tobramycin (nebuliser solution),fibrosis,fibrosis,fibrosis
tobramycin (nebuliser solution),pseudomonas aeruginosa,pseudomonas aeruginosa,pseudomonas aeruginosa
tiotropium (dry powder inhaler),chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease
trihexyphenidyl hydrochloride,hydrochloride,hydrochloride,hydrochloride
trihexyphenidyl hydrochloride,parkinsonism,parkinsonism,parkinsonism
trifluoperazine,psychotic disorders,psychotic disorders,psychotic disorders
triamcinolone acetonide (injection),stevens - johnson syndrome,stevens - johnson syndrome,stevens - johnson syndrome
tretinoin (topical),vulgaris,vulgaris,vulgaris
tretinoin (oral),remission,remission,remission
travoprost,glaucoma,glaucoma,glaucoma
trastuzumab emtansine,cancer,cancer,cancer
valganciclovir,risk,risk,risk
ursodeoxycholic acid,cholestasis,cholestasis,cholestasis
ursodeoxycholic acid,viral hepatitis,viral hepatitis,viral hepatitis
urea (10%),dry skin conditions,dry skin conditions,dry skin conditions
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,rheumatoid arthritis,arthritis,rheumatoid arthritis
undenatured type ii collagen,osteoarthritis,arthritis,osteoarthritis
undenatured type ii collagen,rheumatoid arthritis,arthritis,rheumatoid arthritis
ulipristal acetate [for uterine fibroids],symptoms,symptoms,symptoms
ulipristal acetate [for emergency contraception],contra,contra,contra
ulipristal acetate [for emergency contraception],failure,failure,failure
tulobuterol hydrochloride,asthma,asthma,asthma
tulobuterol hydrochloride,bronchitis,bronchitis,bronchitis
tto thermal toothpaste,hypersensitivity,hypersensitivity,hypersensitivity
vitamin a,illnesses,illnesses,illnesses
vinpocetine,vinpocetine,vinpocetine,vinpocetine
vinpocetine,acute cardiovascular disorders,acute cardiovascular disorders,acute cardiovascular disorders
vincristine sulfate,leukemia,leukemia,leukemia
vinblastine sulfate,hodgkins disease,hodgkins disease,hodgkins disease
venetoclax,deletion,deletion,deletion
venetoclax,tp53 mutation,tp53 mutation,tp53 mutation
vardenafil,treat,treat,treat
yellow fever vaccine,fever,fever,fever
xylometazoline hydrochloride,nasal congestion,nasal congestion,nasal congestion
"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]",oxidative stress,oxidative stress,oxidative stress
"vitamin b1, b2 & b6",peripheral neuritis,peripheral neuritis,peripheral neuritis
vitamin b complex,stressful conditions,stressful conditions,stressful conditions
zolmitriptan,aura,aura,aura
zoledronic acid [for hypercalcemia],malignancy,malignancy,malignancy
zinc sulfate monohydrate,losing conditions,losing conditions,losing conditions
zinc oxide + virgin castor oil,rash,rash,rash
zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin,rash,rash,rash
zafirlukast,asthma,asthma,asthma
