generic_name,cases,head,singular_case
glycopyrronium bromide (respirator solution),chronic obstructive pulmonary disease,lung,chronic obstructive pulmonary disease
hydrogen peroxide,infection,infection,infection
hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,hemor,hemor,hemor
hydrocortisone acetate,dermatitis,skin,dermatitis
hydrocortisone acetate,allergic dermatitis,skin,allergic dermatitis
hydrocortisone acetate,eczema,skin,eczema
"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",papillomavirus,papillomavirus,papillomavirus
human papillomavirus bivalent (types 16 & 18),human papillomavirus,human papillomavirus,human papillomavirus
ibrutinib,mantle cell lymphoma,lymphoma,mantle cell lymphoma
hypromellose + carbomer,tear fluid,tear fluid,tear fluid
hypromellose,hypromellose,hypromellose,hypromellose
hypromellose,discomfort,discomfort,discomfort
hyoscine hydrobromide,nausea,nausea,nausea
hyoscine hydrobromide,vomiting,vomiting,vomiting
hyoscine hydrobromide,motion sickness,temporary sickness,motion sickness
hyoscine hydrobromide,sickness,sickness,sickness
hylan g-f 20,pain,pain,pain
hylan g-f 20,osteoarth,osteoarth,osteoarth
hydroxyurea,hydro,hydro,hydro
hydroxyurea,resistantchron,resistantchron,resistantchron
hydroxyurea,myeloid,myeloid,myeloid
hydroxyurea,leukemia,leukemia,leukemia
hydroquinone,bleaching,bleaching,bleaching
inositol nicotinate,raynaud ' s disease,raynaud ' s disease,raynaud ' s disease
indomethacin (rectal),spondylitis,spondylitis,spondylitis
indomethacin (oral),arthritis,arthritis,arthritis
indapamide + perindopril arginine,hypertension,hypertension,hypertension
indapamide,renal function impairment,kidney disease,renal function impairment
indacaterol maleate,airflow obstruction,airflow obstruction,airflow obstruction
indacaterol + glycopyrronium,airflow obstruction,airflow obstruction,airflow obstruction
inactivated hepatitis a vaccine,hepatitis,hepatitis,hepatitis
imiquimod,warts,warts,warts
idoxuridine,infection,infection,infection
irbesartan,renal disease,kidney disease,renal disease
irbesartan,hypertension,hypertension,hypertension
interferon alfa-2a [recombinant],hepatitis c,hepatitis,hepatitis c
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes,diabetes insipidus
insulin human [long-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin human [fast-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin degludec + insulin aspart premixed,diabetes mellitus,diabetes,diabetes mellitus
insulin aspart + insulin aspart protamine,diabetes mellitus,diabetes,diabetes mellitus
isotretinoin (topical),acne vulgaris,acne vulgaris,acne vulgaris
isosorbide mononitrate,episode,episode,episode
isopropamide + trifluoperazine,gastrointestinal disorders,gastroenteritis,gastrointestinal disorders
isoniazid,tuberculosis,tuberculosis,tuberculosis
iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies,zinc deficiencies,zinc deficiencies
iron polymaltose complex + folic acid + zinc + vitamin b-complex,deficiency,deficiency,deficiency
iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies,zinc deficiencies,zinc deficiencies
l-lysine hydrochloride,lysine,lysine,lysine
l-lysine hydrochloride,hydroch,hydroch,hydroch
l-lysine hydrochloride,infection,infection,infection
ketotifen fumarate (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
ketorolac tromethamine,pain,pain,pain
ketoprofen (topical),pain,pain,pain
ketoconazole (tablet),infections,infection,infections
ketoconazole (cream),infections,infection,infections
ketamine,skeletal,skeletal,skeletal
kanamycin,infections,infection,infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,consti,consti,consti
ispaghula [psyllium] husk,constipation,constipation,constipation
lanthanum carbonate,renal disease,kidney disease,renal disease
lansoprazole,ulcer,ulcer,ulcer
lamivudine + zidovudine,infection,infection,infection
lamivudine [for chronic hepatitis b],hepatitis b,hepatitis,hepatitis b
lamivudine [for chronic hepatitis b],inflammation,inflammation,inflammation
lactobacillus rhamnosus gg,lactobacillus,lactobacillus,lactobacillus
lactobacillus rhamnosus gg,gg bowel problems,gg bowel problems,gg bowel problems
lactitol monohydrate,encephalopathy,encephalopathy,encephalopathy
lactase,lactose,lactose,lactose
levocarnitine,chronic fatigue syndrome,nausea,chronic fatigue syndrome
levocarnitine,heart diseases,heart diseases,heart diseases
levobunolol,glaucoma,glaucoma,glaucoma
lercanidipine hydrochloride,hypertension,hypertension,hypertension
latanoprost,glaucoma,glaucoma,glaucoma
larotrectinib,solid tumors,tumor,solid tumors
linagliptin,diabetes mellitus,diabetes,diabetes mellitus
lifitegrast,lifitegrast,lifitegrast,lifitegrast
levofloxacin hemihydrate,infections,infection,infections
levofloxacin (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
levodopa + carbidopa (fc tablet),motor recovery,motor recovery,motor recovery
loteprednol etabonate,inflammation,inflammation,inflammation
lorazepam,anxiety,anxiety,anxiety states
loperamide hydrochloride,diarrhoea,diarrhoea,diarrhoea
loperamide hydrochloride,cramps,cramps,cramps
lomefloxacin (oral),infections,infection,infections
lomefloxacin (ophthalmic),infections,infection,infections
liraglutide,weight - related comorbid condition,weight - related comorbid condition,weight - related comorbid condition
measles and rubella,rubella,rubella,rubella
magnesium sulfate heptahydrate,convulsion,convulsion,convulsion
magnesium oxide,magnesium defciency,magnesium defciency,magnesium defciency
magnesium hydroxide + liquid paraffin,constipation,constipation,constipation
magnesium hydroxide + liquid paraffin,cholecystitis,cholecystitis,cholecystitis
magnesium hydroxide + liquid paraffin,hernia,hernia,hernia
magnesium hydroxide,nausea,nausea,nausea
magaldrate,hyperac,hyperac,hyperac
magaldrate,peptic ulcer,ulcer,peptic ulcer
lynestrenol,poly,poly,poly
lymecycline,sinus,sinus,sinus
lurasidone hydrochloride,depressive,depressive,depressive
lurasidone hydrochloride,episodes,episodes,episodes
lurasidone hydrochloride,bipolar disorder,bipolar disorder,bipolar disorder
lubiprostone,lubiprostone,lubiprostone,lubiprostone
mepyramine maleate,sting,sting,sting
mepyramine maleate,rash,rash,rash
menthol + pramoxine hydrochloride,rash,rash,rash
memantine hydrochloride,alzheimer ' s type,alzheimer ' s type,alzheimer ' s type
meloxicam,meloxicam,meloxicam,meloxicam
mefloquine,infections,infection,infections
mefenamic acid,fever,fever,fever
mefenamic acid,toothache,toothache,toothache
mefenamic acid,headache,headache,headache
mefenamic acid,migraine,migraine,migraine
meclizine hydrochloride,motion,temporary sickness,motion
meclizine hydrochloride,vertigo,vertigo,vertigo
mebhydrolin napadisylate,allergic,allergic,allergic
methylprednisolone acetate,contact dermatitis,skin,contact dermatitis
methylergonovine maleate,atony,atony,atony
methimazole,graves ' disease,graves ' disease,graves ' disease
mesalazine [5-aminosalicylic acid],colitis,colitis,colitis
meropenem trihydrate,pneumonia,pneumonia,pneumonia
meropenem trihydrate,infections,infection,infections
misoprostol,ulcer,ulcer,ulcer
mirabegron,mira,mira,mira
mirabegron,over,over,over
minoxidil,minoxidil,minoxidil,minoxidil
minocycline hydrochloride,infection,infection,infection
miglitol,miglitol,miglitol,miglitol
micronised diosmin + hesperidin,hemorrhoidal attacks,hemorrhoidal attacks,hemorrhoidal attacks
miconazole nitrate (oral gel),candidiasis,candidiasis,candidiasis
metronidazole + neomycin sulphate + polymyxin b + nystatin,infections,infection,infections
metronidazole + miconazole nitrate,candidiasis,candidiasis,candidiasis
metronidazole,amoebiasis,amoebiasis,amoebiasis
multivitamin [adult preparation],vitamin deficiencies,vitamin,vitamin deficiencies
mucopolysaccharide polysulphate + salicylic acid,anti - inflammatory,inflammation,anti - inflammatory
moxonidine,high blood,high blood,high blood
moxifloxacin hydrochloride + xanthan gum,bacterial,bacterial,bacterial
moxifloxacin hydrochloride + xanthan gum,conjunctivitis,conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (tablet),bacterial sinusitis,bacterial,bacterial sinusitis
moxifloxacin hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (injection),infections,infection,infections
montelukast sodium,asthma,asthma,asthma
monosemicarbazone adrenochrome,bleeding,bleeding,bleeding
mycophenolate mofetil,lupus nephritis,lupus,lupus nephritis
multivitamin & multimineral [a-z silver preparation],mineral deficiencies,mineral deficiencies,mineral deficiencies
multivitamin & multimineral [a-z juniors syrup preparation],vitamin and minerals,vitamin,vitamin and minerals
nelfinavir,infection,infection,infection
nefopam hydrochloride,pain,pain,pain
nebivolol + hydrochlorothiazide,hypertension,hypertension,hypertension
naphazoline + pheniramine,conjunctivitis,conjunctivitis,conjunctivitis
naloxone hydrochloride,overdosage,overdosage,overdosage
nalidixic acid,nalidixic,nalidixic,nalidixic
nalidixic acid,acid,acid,acid
nalidixic acid,infection,infection,infection
naftidrofuryl oxalate,peripheral vascular disorders,peripheral vascular disorders,peripheral vascular disorders
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],lung cancer,cancer,lung cancer
nintedanib,cancer,cancer,cancer
nimesulide,extra - articular disorders,extra - articular disorders,extra - articular disorders
nilotinib,renal cell carcinoma,kidney disease,renal cell carcinoma
nifedipine,renal hypertension,kidney disease,renal hypertension
netarsudil dimesylate,glaucoma,glaucoma,glaucoma
netarsudil dimesylate,ocular hypertension,hypertension,ocular hypertension
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),infections,infection,infections
nystatin (oral),candidiasis,candidiasis,candidiasis
norethisterone acetate,metro,metro,metro
norethisterone acetate,hemorrhagic,hemorrhagic,hemorrhagic
norepinephrine,cardiac arrest,cardiac arrest,cardiac arrest
nitroglycerin (sublingual spray),attack,attack,attack
nitroglycerin (sublingual spray),prop,prop,prop
nitroglycerin (iv infusion),hypertension,hypertension,hypertension
nitrofurazone,infectious conditions,infectious conditions,infectious conditions
nitrofurantoin,infections,infection,infections
nitazoxanide,diarrhoea,diarrhoea,diarrhoea
oral rehydration salt [powder],age groups,age groups,age groups
oral rehydration salt [flavored],diarrhoea,diarrhoea,diarrhoea
oral polio vaccine,poliomyelitis,poliomyelitis,poliomyelitis
omeprazole (mups tablet),ulcer,ulcer,ulcer
omeprazole,ulcer,ulcer,ulcer
olopatadine hydrochloride (ophthalmic),itching,itching,itching
olopatadine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
olaparib,breast cancer,cancer,breast cancer
olanzapine,psychotic features,psychotic features,psychotic features
ofloxacin + clotrimazole + beclomethasone + lidocaine,infections,infection,infections
ofloxacin (oral & injection),infections,infection,infections
ofloxacin (ophthalmic),infections,infection,infections
octreotide acetate,carcinoid tumors,tumor,carcinoid tumors
oxytetracycline + polymixin b sulphate,ocular,ocular,ocular
oxytetracycline + polymixin b sulphate,infections,infection,infections
oxytetracycline,infections,infection,infections
oxyphencyclimine hydrochloride,peptic ulcer,ulcer,peptic ulcer
oxymetazoline hydrochloride (cream),rosacea,skin,rosacea
oxybuprocaine hydrochloride,numb,numb,numb
oxiconazole nitrate,infections,infection,infections
oxaprozin,symptoms,symptoms,symptoms
oxaliplatin,colon cancer,cancer,colon cancer
ornidazole,infections,infection,infections
orlistat,obesity,obesity,obesity
pefloxacin mesylate dihydrate,septicemia,septicemia,septicemia
parecoxib,pain,pain,pain
paracetamol+tramadolhydrochloride,pain,pain,pain
paracetamol + caffeine,headache,headache,headache
paracetamol (iv infusion),pain,pain,pain
pantoprazole sodium sesquihydrate,acid secretion,acid secretion,acid secretion
paracetamol,common cold,cold,common cold
paracetamol,influenza,influenza,influenza
pancreatin,pancreatitis,pancreatitis,pancreatitis
pancreatin,cystic fibrosis,cystic fibrosis,cystic fibrosis
paliperidone palmitate,schizophrenia,schizophrenia,schizophrenia
phenoxymethyl penicillin [penicillin v],bacterial,bacterial,bacterial
phenoxymethyl penicillin [penicillin v],infections,infection,infections
pheniramine maleate,skin conditions,skin,skin conditions
permethrin + crotamiton,pruritus,pruritus,pruritus
perindopril arginine,heart failure,heart diseases,heart failure
pentoxifylline,peripheral arterial occlusive disease,peripheral arterial occlusive disease,peripheral arterial occlusive disease
pentosan polysulfate sodium,cystitis,cystitis,cystitis
pentazocine hydrochloride,pain,pain,pain
pemirolast potassium,conjunctivitis,conjunctivitis,conjunctivitis
peginterferon alfa-2a [pegylated interferon alfa-2a],hepatitis b,hepatitis,hepatitis b
podophyllotoxin,warts,warts,warts
pizotifen,migraine,migraine,migraine
pivmecillinam,infections,infection,infections
piperacillin + tazobactam,infections,infection,infections
pioglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus
pimavanserin,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
pilocarpine hydrochloride (ophthalmic),hypertension,hypertension,hypertension
pholcodine,dry cough,cough,dry cough
prednisolone,hypersensitivity reactions,hypersensitivity reactions,hypersensitivity reactions
pramoxine hydrochloride + calamine,pain,pain,pain
pramoxine hydrochloride + calamine,burns,burns,burns
pramipexole,restless legs syndrome,muscle issue,restless legs syndrome
pramipexole,syndrome,syndrome,syndrome
pralidoxime chloride,poisoning,poisoning,poisoning
potassium citrate,acid,acid,acid
potassium citrate,calcium stones,calcium stones,calcium stones
potassium chloride,potassium deficit,potassium deficit,potassium deficit
polymyxin b sulfate,infections,infection,infections
polyethylene glycol 3350 + electrolytes,fecal impaction,fecal impaction,fecal impaction
propantheline bromide,peptic,peptic,peptic
propantheline bromide,ulcer,ulcer,ulcer
promethazine hydrochloride (injection),allergic,allergic,allergic
progesterone (capsule),abortion,abortion,abortion
procyclidine hydrochloride,parkinsonian syndrome,parkinsonian syndrome,parkinsonian syndrome
probiotic combination [9 billion],problems,problems,problems
probiotic combination [10 billion],constipation,constipation,constipation
prednisolone acetate,inflammation,inflammation,inflammation
rabeprazole sodium,ulcer,ulcer,ulcer
quinine sulfate,malaria,malaria,malaria
pyridoxine hydrochloride + doxylamine succinate,nausea,nausea,nausea
pyridoxine hydrochloride + doxylamine succinate,vomiting,vomiting,vomiting
pyridoxine hydrochloride + doxylamine succinate,pregnancy,pregnancy,pregnancy
pyridoxine hydrochloride,certain hereditary disorders,certain hereditary disorders,certain hereditary disorders
prucalopride succinate,relief,relief,relief
protamine crystallised insulin aspart,diabetes mellitus,diabetes,diabetes mellitus
propylthiouracil,graves ' disease,graves ' disease,graves ' disease
propylthiouracil,hyperthyroidism,thyroidism,hyperthyroidism
propranolol hydrochloride,migraine,migraine,migraine
relugolix,prostate cancer,cancer,prostate cancer
regorafenib,color,color,color
rasagiline,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
rivastigmine tartrate,parkinson ' s disease,parkinson ' s disease,parkinson ' s disease
ritodrine hydrochloride,premature labour,premature labour,premature labour
risperidone (injection),schizophrenia,schizophrenia,schizophrenia
rimexolone,inflammation,inflammation,inflammation
riluzole,sclerosis,sclerosis,sclerosis
rifaximin,e. coli,e. coli,e. coli
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis,tuberculosis,tuberculosis
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis,lung,pulmonary tuberculosis
rifampicin + isoniazid,tuberculosis,tuberculosis,tuberculosis
salicylic acid,blackheads,acne,blackheads
salicylic acid,redness,redness,redness
salbutamol (inhaler),induced asthma,asthma,induced asthma
rupatadine fumarate,allergic,allergic,allergic
rupatadine fumarate,rhinitis,rhinitis,rhinitis
roxithromycin,infections,infection,infections
roxithromycin,micro,micro,micro
roxadustat,anemia,anemia,anemia
roxadustat,kidney disease,kidney disease,kidney disease
rosiglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus
ropinirole,restless legs syndrome,muscle issue,restless legs syndrome
ropinirole,syndrome,syndrome,syndrome
sildenafil citrate,citrate erectile dysfunction,citrate erectile dysfunction,citrate erectile dysfunction
sevelamer hydrochloride,renal disease,kidney disease,renal disease
sertaconazole nitrate,infections,infection,infections
semaglutide (tablet),type,type,type
semaglutide (tablet),diabetes mellitus,diabetes,diabetes mellitus
selexipag,pulmonary arterial hypertension,lung,pulmonary arterial hypertension
secukinumab,plaque,plaque,plaque
secukinumab,psoriasis,skin,psoriasis
saxagliptin,saxag,saxag,saxag
salmon calcitonin,paget ' s disease,paget ' s disease,paget ' s disease
sodium chloride + dextrose,vomiting,vomiting,vomiting
sodium chloride (nasal preparation),cold,cold,cold
sodium alginate + sodium bicarbonate + calcium carbonate,epigastric,gastroenteritis,epigastric
sodium alginate + sodium bicarbonate + calcium carbonate,retro,retro,retro
sitagliptin,diabetes insipidus,diabetes,diabetes insipidus
solifenacin succinate,overactive,overactive,overactive
solifenacin succinate,bladder syndrome,bladder syndrome,bladder syndrome
sofosbuvir + velpatasvir,cirrhosis,cirrhosis,cirrhosis
sodium valproate,epilepsy,epilepsy,epilepsy
sodium stibogluconate,cancer,cancer,cancer
sodium stibogluconate,tumors,tumor,tumors
sodium stibogluconate,solid tumors,tumor,solid tumors
sodium hyaluronate (ophthalmic),dry eye,eye,dry eye
sodium fusidate (topical),infections,infection,infections
sodium fluoride (mouthwash),antiseptic,antiseptic,antiseptic
sulfasalazine,arthritis,arthritis,arthritis
sulfacetamide sodium,infections,infection,infections
streptokinase,pain,pain,pain
spiramycin,infections,infection,infections
tazarotene,plaque,plaque,plaque
tapentadol hydrochloride,pain,pain,pain
tamsulosin hydrochloride,prostatic hyperplasia,cancer,prostatic hyperplasia
tamoxifen citrate,breast cancer,cancer,breast cancer
tafluprost,glaucoma,glaucoma,glaucoma
super antioxidant [vitamins & minerals],cancer,cancer,cancer
sumatriptan,headache,headache,headache
sulphonated surfactant,conditions,conditions,conditions
testosterone undecanoate,unable to produce enough on its,unable to produce enough on its,unable to produce enough on its
testosterone decanoate,spermatogenic disorders,spermatogenic disorders,spermatogenic disorders
terlipressin acetate,bleeding,bleeding,bleeding
terlipressin acetate,varices,varices,varices
terfenadine,skin disorders,skin,skin disorders
terbinafine hydrochloride,tinea capitis,tinea capitis,tinea capitis
tenofovir disoproxil fumarate,hepatitis b,hepatitis,hepatitis b
tenofovir disoproxil fumarate,infection,infection,infection
tenofovir alafenamide,liver disease,liver disease,liver disease
temozolomide,temozolomide,temozolomide,temozolomide
temozolomide,glioblastoma,glioblastoma,glioblastoma
temozolomide,multiforme,multiforme,multiforme
teicoplanin,infections,infection,infections
teicoplanin,streptococci,streptococci,streptococci
tegaserod,constipation,constipation,constipation
timolol maleate,ocular hypertension,hypertension,ocular hypertension
timolol maleate,glaucoma,glaucoma,glaucoma
tigecycline,infections,infection,infections
tiemonium methylsulphate,pain,pain,pain
tiemonium methylsulphate,functional disorders,functional disorders,functional disorders
ticagrelor,coronary syndromes,coronary syndromes,coronary syndromes
thiotepa,thiotepa,thiotepa,thiotepa
thiamine hydrochloride,encephalopathy,encephalopathy,encephalopathy
theophylline,theophylline,theophylline,theophylline
thalidomide,thalidomide,thalidomide,thalidomide
tetracycline hydrochloride (topical),infection,infection,infection
tetracycline hydrochloride (oral),infections,infection,infections
tetracycline hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis
tramadol hydrochloride,pain,pain,pain
tolterodine tartrate,urge,urge,urge
tolfenamic acid,pain,pain,pain
tolfenamic acid,fever,fever,fever
tobramycin (ophthalmic),infections,infection,infections
tobramycin (nebuliser solution),fibrosis,fibrosis,fibrosis
tobramycin (nebuliser solution),pseudomonas aeruginosa,pseudomonas aeruginosa,pseudomonas aeruginosa
tiotropium (dry powder inhaler),chronic obstructive pulmonary disease,lung,chronic obstructive pulmonary disease
trihexyphenidyl hydrochloride,hydrochloride,hydrochloride,hydrochloride
trihexyphenidyl hydrochloride,parkinsonism,parkinsonism,parkinsonism
trifluoperazine,psychotic disorders,psychotic disorders,psychotic disorders
triamcinolone acetonide (injection),stevens - johnson syndrome,stevens - johnson syndrome,stevens - johnson syndrome
tretinoin (topical),vulgaris,vulgaris,vulgaris
tretinoin (oral),remission,remission,remission
travoprost,glaucoma,glaucoma,glaucoma
trastuzumab emtansine,cancer,cancer,cancer
valganciclovir,risk,risk,risk
ursodeoxycholic acid,cholestasis,cholestasis,cholestasis
ursodeoxycholic acid,viral hepatitis,hepatitis,viral hepatitis
urea (10%),dry skin conditions,skin,dry skin conditions
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,rheumatoid arthritis,arthritis,rheumatoid arthritis
undenatured type ii collagen,osteoarthritis,arthritis,osteoarthritis
undenatured type ii collagen,rheumatoid arthritis,arthritis,rheumatoid arthritis
ulipristal acetate [for uterine fibroids],symptoms,symptoms,symptoms
ulipristal acetate [for emergency contraception],contra,contra,contra
ulipristal acetate [for emergency contraception],failure,failure,failure
tulobuterol hydrochloride,asthma,asthma,asthma
tulobuterol hydrochloride,bronchitis,bronchitis,bronchitis
tto thermal toothpaste,hypersensitivity,hypersensitivity,hypersensitivity
vitamin a,illnesses,illnesses,illnesses
vinpocetine,vinpocetine,vinpocetine,vinpocetine
vinpocetine,acute cardiovascular disorders,acute cardiovascular disorders,acute cardiovascular disorders
vincristine sulfate,leukemia,leukemia,leukemia
vinblastine sulfate,hodgkins disease,hodgkins disease,hodgkins disease
venetoclax,deletion,deletion,deletion
venetoclax,tp53 mutation,tp53 mutation,tp53 mutation
vardenafil,treat,treat,treat
yellow fever vaccine,fever,fever,fever
xylometazoline hydrochloride,nasal congestion,nasal,nasal congestion
"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]",oxidative stress,oxidative stress,oxidative stress
"vitamin b1, b2 & b6",peripheral neuritis,peripheral neuritis,peripheral neuritis
vitamin b complex,stressful conditions,stressful conditions,stressful conditions
zolmitriptan,aura,aura,aura
zoledronic acid [for hypercalcemia],malignancy,malignancy,malignancy
zinc sulfate monohydrate,losing conditions,losing conditions,losing conditions
zinc oxide + virgin castor oil,rash,rash,rash
zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin,rash,rash,rash
zafirlukast,asthma,asthma,asthma
